Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Albert Wilson,MIA,WR,21.48,19
Ryan Tannehill,MIA,QB,26.16,24
Matt Ryan,ATL,QB,36.16,30
Eli Manning,NYG,QB,19.78,19
Jared Goff,LAR,QB,25.56,13
Drew Brees,NOR,QB,40.54,13
Ben Roethlisberger,PIT,QB,24.02,28
Patrick Mahomes,KAN,QB,25.26,25
Jimmy Garoppolo,SFO,QB,20.34,31
Josh Allen,BUF,QB,27.74,4
Alex Smith,WAS,QB,16.8,18
Russell Wilson,SEA,QB,15.58,8
Cam Newton,CAR,QB,29.6,32
Philip Rivers,LAC,QB,17.04,11
Matthew Stafford,DET,QB,17.48,20
Baker Mayfield,CLE,QB,7.84,26
Deshaun Watson,HOU,QB,25.0,10
Aaron Rodgers,GNB,QB,19.9,10
Joe Flacco,BAL,QB,15.28,9
Sam Bradford,ARI,QB,8.28,3
Carson Wentz,PHI,QB,11.2,12
Derek Carr,OAK,QB,13.6,16
Kirk Cousins,MIN,QB,10.04,1
Ryan Fitzpatrick,TAM,QB,25.14,22
Marcus Mariota,TEN,QB,9.1,7
Andrew Luck,IND,QB,13.86,27
Mitchell Trubisky,CHI,QB,5.6,6
Blake Bortles,JAX,QB,8.9,5
Case Keenum,DEN,QB,5.68,2
Tom Brady,NWE,QB,7.52,21
Andy Dalton,CIN,QB,14.08,23
Dak Prescott,DAL,QB,8.82,14
Blaine Gabbert,TEN,QB,0.32,7
Jacoby Brissett,IND,QB,0.0,27
JK Scott,GNB,P,0.0,27
Tyrod Taylor,CLE,QB,2.96,26
Sam Darnold,NYJ,QB,2.76,15
Josh Rosen,ARI,QB,0.64,3
Christian McCaffrey,CAR,RB,21.4,31
Ezekiel Elliott,DAL,RB,14.8,18
Adrian Peterson,WAS,RB,24.0,19
Todd Gurley,LAR,RB,24.6,23
Chris Carson,SEA,RB,20.4,6
Kerryon Johnson,DET,RB,13.0,13
Carlos Hyde,CLE,RB,24.3,16
Matt Breida,SFO,RB,14.7,30
Saquon Barkley,NYG,RB,22.7,8
Melvin Gordon,LAC,RB,16.4,15
Bilal Powell,NYJ,RB,7.3,22
Alex Collins,BAL,RB,16.4,17
Alfred Morris,SFO,RB,12.7,30
Alvin Kamara,NOR,RB,34.0,30
Marshawn Lynch,OAK,RB,17.6,29
Giovani Bernard,CIN,RB,19.6,7
James Conner,PIT,RB,14.5,27
Jordan Howard,CHI,RB,16.1,32
Derrick Henry,TEN,RB,5.7,5
Corey Clement,PHI,RB,10.5,11
Chris Ivory,BUF,RB,15.6,9
Wendell Smallwood,PHI,RB,18.1,11
Tarik Cohen,CHI,RB,9.8,32
Royce Freeman,DEN,RB,12.8,2
Sony Michel,NWE,RB,5.9,21
LeGarrette Blount,DET,RB,8.5,13
Austin Ekeler,LAC,RB,8.1,15
Kareem Hunt,KAN,RB,16.4,20
T.J. Yeldon,JAX,RB,15.0,4
Doug Martin,OAK,RB,4.3,29
Malcolm Brown,LAR,RB,4.2,23
Aaron Jones,GNB,RB,5.7,23
Taysom Hill,NOR,QB,3.9,23
James White,NWE,RB,14.1,21
Emmanuel Sanders,DEN,WR,18.3,1
Isaiah Crowell,NYJ,RB,19.1,22
Peyton Barber,TAM,RB,3.3,10
Tevin Coleman,ATL,RB,12.7,3
Marcus Murphy,BUF,RB,4.4,9
David Johnson,ARI,RB,16.1,1
Josh Adams,PHI,RB,3.0,11
Jamaal Williams,GNB,RB,6.5,11
Dion Lewis,TEN,RB,7.0,5
Wayne Gallman,NYG,RB,2.5,8
Ted Ginn,NOR,WR,12.2,8
Phillip Lindsay,DEN,RB,2.0,2
Sammy Watkins,KAN,WR,18.5,29
Jordan Wilkins,IND,RB,4.0,14
Tavon Austin,DAL,WR,11.0,16
Nyheim Hines,IND,RB,9.3,14
Stevan Ridley,PIT,RB,1.8,27
Chris Thompson,WAS,RB,2.7,19
Ty Montgomery,GNB,RB,12.5,19
Tajae Sharpe,TEN,WR,1.6,2
Tyrell Williams,LAC,WR,5.6,22
Alfred Blue,HOU,RB,2.7,25
Robert Woods,LAR,WR,33.7,8
Frank Gore,MIA,RB,1.2,26
Mike Boone,MIN,RB,2.1,24
Corey Grant,JAX,RB,2.0,4
Devontae Booker,DEN,RB,9.4,2
Chase Edmonds,ARI,RB,1.0,1
Mike Gillislee,NOR,RB,1.0,1
Lamar Miller,HOU,RB,14.1,25
C.J. Anderson,CAR,RB,10.3,31
Duke Johnson,CLE,RB,5.3,16
Calvin Ridley,ATL,WR,40.5,32
Jonathan Stewart,NYG,RB,0.8,8
Javorius Allen,BAL,RB,17.6,17
Nick Chubb,CLE,RB,0.6,16
Jamison Crowder,WAS,WR,14.5,28
Tyler Boyd,CIN,WR,25.7,27
Tyreek Hill,KAN,WR,7.6,29
Tyler Lockett,SEA,WR,18.2,6
Rashaad Penny,SEA,RB,0.5,6
Brandon Wilds,JAX,RB,0.5,4
Martavis Bryant,OAK,WR,5.4,14
Adam Humphries,TAM,WR,6.4,17
Kapri Bibbs,WAS,RB,0.3,19
Kenyan Drake,MIA,RB,3.0,26
Andy Janovich,DEN,RB,0.2,2
Tre Madden,SEA,RB,0.2,6
Alex Armah,CAR,RB,0.1,31
