Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Odell Beckham,NYG,WR,31.38,27
Drew Brees,NOR,QB,27.72,27
Philip Rivers,LAC,QB,21.36,24
Russell Wilson,SEA,QB,19.92,11
Carson Wentz,PHI,QB,21.04,4
Ben Roethlisberger,PIT,QB,21.6,4
Kirk Cousins,MIN,QB,14.14,27
Aaron Rodgers,GNB,QB,26.68,21
Tom Brady,NWE,QB,27.54,12
Matthew Stafford,DET,QB,15.22,18
Matt Ryan,ATL,QB,14.4,22
Deshaun Watson,HOU,QB,21.0,8
Sam Darnold,NYJ,QB,18.42,9
Case Keenum,DEN,QB,21.08,26
Derek Carr,OAK,QB,13.22,13
Andy Dalton,CIN,QB,12.92,16
Jared Goff,LAR,QB,14.34,14
Eli Manning,NYG,QB,17.24,23
Andrew Luck,IND,QB,22.6,20
Baker Mayfield,CLE,QB,17.98,2
C.J. Beathard,SFO,QB,20.66,6
Josh Rosen,ARI,QB,10.5,25
Cam Newton,CAR,QB,16.38,10
Matt Schaub,ATL,QB,1.1,22
Alex Smith,WAS,QB,13.7,30
Dak Prescott,DAL,QB,11.72,19
Patrick Mahomes,KAN,QB,15.82,7
Joe Flacco,BAL,QB,11.22,15
Ryan Tannehill,MIA,QB,7.1,32
Blake Bortles,JAX,QB,20.6,31
Marcus Mariota,TEN,QB,4.16,1
Josh Allen,BUF,QB,9.18,5
Corey Bojorquez,BUF,P,0.0,5
Lamar Jackson,BAL,QB,1.0,15
Isaiah Crowell,NYJ,RB,30.1,17
Chris Carson,SEA,RB,13.7,15
James Conner,PIT,RB,34.5,15
Bilal Powell,NYJ,RB,7.9,17
Sony Michel,NWE,RB,18.0,11
Joe Mixon,CIN,RB,20.5,29
Kareem Hunt,KAN,RB,16.4,5
LeSean McCoy,BUF,RB,12.8,4
Todd Gurley,LAR,RB,33.3,18
Kerryon Johnson,DET,RB,10.5,19
Mike Davis,SEA,RB,15.5,15
Frank Gore,MIA,RB,6.3,31
Carlos Hyde,CLE,RB,9.7,2
Phillip Lindsay,DEN,RB,11.1,16
Alfred Morris,SFO,RB,12.1,32
Alex Collins,BAL,RB,7.6,22
Melvin Gordon,LAC,RB,22.0,26
Christian McCaffrey,CAR,RB,20.3,25
Matt Breida,SFO,RB,13.1,32
Derrick Henry,TEN,RB,5.6,24
David Johnson,ARI,RB,21.1,20
Ezekiel Elliott,DAL,RB,15.4,8
Mark Ingram,NOR,RB,21.3,8
Robert Woods,LAR,WR,19.5,16
T.J. Yeldon,JAX,RB,26.2,30
Saquon Barkley,NYG,RB,28.9,7
Alfred Blue,HOU,RB,19.9,6
Kenyan Drake,MIA,RB,24.5,31
Nyheim Hines,IND,RB,16.0,13
Chris Ivory,BUF,RB,4.3,4
Latavius Murray,MIN,RB,7.6,14
Aaron Jones,GNB,RB,7.9,21
Jordan Wilkins,IND,RB,4.8,13
Duke Johnson,CLE,RB,5.2,2
Javorius Allen,BAL,RB,11.8,22
Dion Lewis,TEN,RB,5.8,24
Jamaal Williams,GNB,RB,7.2,21
Devonta Freeman,ATL,RB,6.1,10
Royce Freeman,DEN,RB,7.7,16
Marshawn Lynch,OAK,RB,6.1,23
Jay Ajayi,PHI,RB,2.4,9
Wendell Smallwood,PHI,RB,16.1,9
Tyreek Hill,KAN,WR,12.7,2
Stefon Diggs,MIN,WR,21.6,30
Alvin Kamara,NOR,RB,6.9,30
Taysom Hill,NOR,QB,8.3,30
LeGarrette Blount,DET,RB,14.2,19
D.J. Moore,CAR,WR,10.7,7
Chris Thompson,WAS,RB,12.2,3
Tevin Coleman,ATL,RB,5.0,10
Austin Ekeler,LAC,RB,12.9,26
Ty Montgomery,GNB,RB,4.8,21
Kyle Juszczyk,SFO,RB,14.7,32
Raheem Mostert,SFO,RB,-0.1,32
Josh Reynolds,LAR,WR,6.9,16
Rod Smith,DAL,RB,1.0,8
C.J. Anderson,CAR,RB,0.9,25
Kapri Bibbs,WAS,RB,6.9,3
Corey Grant,JAX,RB,0.8,30
Stevan Ridley,PIT,RB,0.8,30
Roc Thomas,MIN,RB,2.4,14
Tyler Lockett,SEA,WR,19.4,22
Adrian Peterson,WAS,RB,6.2,3
Brandon Wilds,JAX,RB,0.6,30
