Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Ben Roethlisberger,PIT,QB,35.82,23
Baker Mayfield,CLE,QB,22.64,23
Drew Brees,NOR,QB,28.9,32
Mitchell Trubisky,CHI,QB,34.0,21
Patrick Mahomes,KAN,QB,20.06,6
Marcus Mariota,TEN,QB,22.32,20
Andrew Luck,IND,QB,21.2,7
Russell Wilson,SEA,QB,26.24,11
Darius Jennings,TEN,WR,1.84,13
Logan Thomas,BUF,TE,1.7,3
Matt Barkley,BUF,QB,17.08,26
Jared Goff,LAR,QB,21.02,14
Aaron Rodgers,GNB,QB,18.06,16
Blake Bortles,JAX,QB,21.6,12
Eli Manning,NYG,QB,19.52,25
Jeff Driskel,CIN,QB,11.3,30
Philip Rivers,LAC,QB,15.02,24
Cam Newton,CAR,QB,14.72,22
Dak Prescott,DAL,QB,21.7,27
Carson Wentz,PHI,QB,21.1,8
Matt Ryan,ATL,QB,20.5,15
Alex Smith,WAS,QB,12.72,28
Brian Hoyer,NWE,QB,0.48,5
Julian Edelman,NWE,WR,19.64,21
Derek Carr,OAK,QB,7.92,13
Logan Cooke,JAX,P,0.16,13
Ryan Fitzpatrick,TAM,QB,13.74,13
Matthew Stafford,DET,QB,15.86,3
Nick Mullens,SFO,QB,10.1,10
Tom Brady,NWE,QB,11.76,5
Brock Osweiler,MIA,QB,4.52,18
Andy Dalton,CIN,QB,6.92,30
Josh Rosen,ARI,QB,8.22,31
Joshua Dobbs,PIT,QB,-0.12,23
Teddy Bridgewater,NOR,QB,-0.3,32
Taysom Hill,NOR,TE,2.4,29
Josh McCown,NYJ,QB,1.8,1
Dontrell Hilliard,CLE,RB,-0.4,1
Nick Chubb,CLE,RB,35.9,1
Ezekiel Elliott,DAL,RB,36.7,14
Aaron Jones,GNB,RB,32.2,29
Todd Gurley,LAR,RB,25.0,18
LeSean McCoy,BUF,RB,24.8,16
Rashaad Penny,SEA,RB,16.8,15
Mark Ingram,NOR,RB,25.2,31
Matt Breida,SFO,RB,28.2,25
David Johnson,ARI,RB,37.3,30
Melvin Gordon,LAC,RB,27.5,26
Frank Gore,MIA,RB,12.2,19
Christian McCaffrey,CAR,RB,36.8,10
Kareem Hunt,KAN,RB,11.6,32
Marcus Murphy,BUF,RB,6.9,16
Adrian Peterson,WAS,RB,8.9,27
Saquon Barkley,NYG,RB,14.0,20
James Conner,PIT,RB,14.3,7
Peyton Barber,TAM,RB,7.6,7
Doug Martin,OAK,RB,12.2,23
Joe Mixon,CIN,RB,10.5,3
Mike Davis,SEA,RB,18.0,15
Derrick Henry,TEN,RB,17.8,13
Dion Lewis,TEN,RB,8.8,13
Alvin Kamara,NOR,RB,26.2,31
Leonard Fournette,JAX,RB,27.9,11
Jordan Wilkins,IND,RB,5.3,5
Kerryon Johnson,DET,WR,24.9,10
Josh Adams,PHI,RB,4.7,6
Dwayne Washington,NOR,RB,4.7,31
Tevin Coleman,ATL,RB,9.3,22
Johnny Townsend,OAK,P,4.2,22
Isaiah McKenzie,BUF,WR,5.6,31
Sony Michel,NWE,RB,3.1,4
Trenton Cannon,NYJ,RB,4.5,24
Elijah McGuire,NYJ,RB,8.7,24
Marlon Mack,IND,RB,5.8,5
Kapri Bibbs,WAS,RB,6.1,27
Kenyan Drake,MIA,RB,5.8,19
Sterling Shepard,NYG,WR,11.6,29
Raven Greene,GNB,S,2.6,29
Stevan Ridley,PIT,RB,2.6,7
Jordan Howard,CHI,RB,4.2,21
Tyreek Hill,KAN,WR,32.7,12
Isaiah Crowell,NYJ,RB,11.7,24
Austin Ekeler,LAC,RB,1.9,26
Alfred Morris,SFO,RB,1.9,25
Tyler Lockett,SEA,WR,19.5,22
Robert Woods,LAR,WR,14.6,16
Tarik Cohen,CHI,WR,16.4,18
Duke Johnson,CLE,RB,14.6,18
Leonte Carroo,MIA,WR,4.4,28
David Fluellen,TEN,RB,1.4,13
Corey Clement,PHI,RB,1.8,6
Zach Line,NOR,RB,1.3,31
JuJu Smith-Schuster,PIT,WR,19.3,27
Dede Westbrook,JAX,WR,9.3,4
T.J. Yeldon,JAX,RB,11.3,11
Zach Zenner,DET,RB,1.2,1
Cordarrelle Patterson,NWE,RB,1.1,4
Ito Smith,ATL,RB,6.6,22
Brandin Cooks,LAR,WR,26.9,16
Rod Smith,DAL,RB,3.2,14
Chase Edmonds,ARI,RB,0.7,30
Jalen Richard,OAK,RB,10.9,23
Jaylen Samuels,PIT,RB,11.9,7
Shaun Wilson,TAM,RB,1.3,7
Giovani Bernard,CIN,RB,5.6,3
Spencer Ware,KAN,RB,8.3,32
Carlos Hyde,JAX,RB,0.5,11
D.J. Moore,CAR,WR,6.5,17
LeGarrette Blount,DET,RB,0.4,1
Maurice Harris,WAS,WR,10.6,26
Wendell Smallwood,PHI,RB,6.4,6
Alex Armah,CAR,RB,0.3,10
Wayne Gallman,NYG,RB,0.3,20
