Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Christian McCaffrey,CAR,RB,26.0,3
Deshaun Watson,HOU,QB,22.36,26
Mitchell Trubisky,CHI,QB,19.0,18
Mike Glennon,ARI,QB,8.44,18
Russell Wilson,SEA,QB,18.98,25
Kirk Cousins,MIN,QB,15.3,16
Nick Mullens,SFO,QB,14.8,14
Patrick Mahomes,KAN,QB,18.02,13
Matthew Stafford,DET,QB,12.32,1
Sam Darnold,NYJ,QB,21.62,19
Matt Ryan,ATL,QB,25.04,6
Josh Johnson,WAS,QB,14.94,7
Derrick Henry,TEN,RB,30.24,25
Lamar Jackson,BAL,QB,16.74,28
Tom Brady,NWE,QB,13.16,22
Nick Foles,PHI,QB,9.3,11
Josh Allen,BUF,QB,19.76,21
Philip Rivers,LAC,QB,16.52,31
Derek Carr,OAK,QB,12.62,32
Baker Mayfield,CLE,QB,12.12,9
Andrew Luck,IND,QB,9.68,8
Ben Roethlisberger,PIT,QB,13.1,20
Jared Goff,LAR,QB,10.66,27
Marcus Mariota,TEN,QB,4.62,10
Drew Brees,NOR,QB,5.92,23
Aaron Rodgers,GNB,QB,11.46,3
Dak Prescott,DAL,QB,6.24,12
Case Keenum,DEN,QB,12.38,15
Ryan Tannehill,MIA,QB,4.42,4
Jameis Winston,TAM,QB,4.28,2
Eli Manning,NYG,QB,5.16,5
Cam Newton,CAR,QB,4.74,30
Jeff Driskel,CIN,QB,10.4,24
Johnny Hekker,LAR,P,0.0,24
Josh Rosen,ARI,QB,0.08,24
Cody Kessler,JAX,QB,5.08,24
Tevin Coleman,ATL,RB,20.5,32
Jaylen Samuels,PIT,RB,19.2,13
Marlon Mack,IND,RB,25.9,6
Dalvin Cook,MIN,RB,29.3,29
Joe Mixon,CIN,RB,27.0,26
Kalen Ballage,MIA,RB,19.1,9
Chris Carson,SEA,RB,26.8,20
Gus Edwards,BAL,RB,16.4,27
Nick Chubb,CLE,RB,10.0,17
Ezekiel Elliott,DAL,RB,19.8,11
Peyton Barber,TAM,RB,16.9,2
Latavius Murray,MIN,RB,12.8,29
Alvin Kamara,NOR,RB,23.3,7
Mark Ingram,NOR,RB,9.4,7
Jordan Howard,CHI,RB,14.5,19
Sony Michel,NWE,RB,5.9,10
Justin Jackson,LAC,RB,17.5,30
Jamaal Williams,GNB,RB,19.7,1
Adrian Peterson,WAS,RB,9.1,5
Matt Breida,SFO,RB,14.6,18
Damien Williams,KAN,RB,30.3,23
Kenneth Dixon,BAL,RB,6.0,27
Todd Gurley,LAR,RB,34.4,14
Wendell Smallwood,PHI,RB,19.7,15
Theo Riddick,DET,WR,7.6,5
Keith Ford,BUF,RB,6.3,21
Leonard Fournette,JAX,RB,9.4,21
Jeff Wilson,SFO,RB,2.6,18
Zach Zenner,DET,RB,13.5,24
Elijah McGuire,NYJ,RB,14.1,8
Doug Martin,OAK,RB,3.9,31
Dion Lewis,TEN,RB,7.4,25
Marcus Murphy,BUF,RB,3.5,21
Detrez Newsome,LAC,RB,7.3,30
Ito Smith,ATL,RB,5.9,32
David Johnson,ARI,RB,19.1,32
David Williams,JAX,RB,3.2,32
Saquon Barkley,NYG,RB,9.6,4
Darren Sproles,PHI,RB,7.6,15
Josh Adams,PHI,RB,8.8,15
Duke Johnson,CLE,RB,9.3,17
Rex Burkhead,NWE,RB,7.3,10
Tarik Cohen,CHI,WR,14.5,28
Phillip Lindsay,DEN,RB,8.4,22
Chase Edmonds,ARI,RB,6.4,22
D.J. Moore,CAR,WR,3.4,32
Mike Davis,SEA,RB,16.4,20
Darren Waller,OAK,TE,7.5,29
Dede Westbrook,JAX,WR,7.1,29
Nyheim Hines,IND,RB,10.4,6
Mike Williams,LAC,WR,34.5,24
Robert Woods,LAR,WR,16.3,30
Taysom Hill,NOR,QB,1.7,23
Stevan Ridley,PIT,RB,1.6,13
Riley Dixon,NYG,P,1.4,13
Frank Gore,MIA,RB,1.4,9
Rod Smith,DAL,RB,1.4,11
Trenton Cannon,NYJ,RB,6.7,8
Darrel Williams,KAN,RB,11.2,23
Brandon Bolden,MIA,RB,1.2,9
James White,NWE,RB,8.7,10
Amari Cooper,DAL,WR,8.3,4
Tyler Lockett,SEA,WR,7.6,29
Mohamed Sanu,ATL,WR,7.1,12
LeGarrette Blount,DET,RB,0.9,24
Stefon Diggs,MIN,WR,15.8,14
Patrick DiMarco,BUF,RB,0.9,21
Jalen Richard,OAK,RB,10.6,31
Chris Thompson,WAS,RB,2.3,5
Travis Benjamin,LAC,WR,8.5,24
Aaron Jones,GNB,RB,0.8,1
Lamar Miller,HOU,RB,0.8,16
Curtis Samuel,CAR,WR,3.5,32
Giovani Bernard,CIN,RB,5.2,26
DeAndre Carter,HOU,WR,8.2,31
Royce Freeman,DEN,RB,1.8,22
