Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Emmanuel Sanders,SFO,WR,34.1,28
Philip Rivers,LAC,QB,24.56,21
Ryan Tannehill,TEN,QB,27.54,29
Drew Brees,NOR,QB,40.06,9
Drew Lock,DEN,QB,23.86,28
Jimmy Garoppolo,SFO,QB,28.06,22
Alex Erickson,CIN,WR,10.54,7
James White,NWE,RB,12.4,26
Devlin Hodges,PIT,QB,13.48,32
Mitchell Trubisky,CHI,QB,32.06,13
Derek Carr,OAK,QB,20.18,17
Tyrod Taylor,LAC,QB,6.04,21
Kirk Cousins,MIN,QB,13.58,26
Matt Ryan,ATL,QB,21.32,11
Jameis Winston,TAM,QB,34.74,19
Logan Cooke,JAX,P,0.36,19
Lamar Jackson,BAL,QB,19.8,3
Carson Wentz,PHI,QB,19.9,30
Aaron Rodgers,GNB,QB,11.4,30
Jared Goff,LAR,QB,16.12,16
Eli Manning,NYG,QB,16.02,15
Jacoby Brissett,IND,QB,20.64,24
Sam Darnold,NYJ,QB,17.1,31
Patrick Mahomes,KAN,QB,13.92,1
Gardner Minshew,JAX,QB,13.58,6
Dak Prescott,DAL,QB,17.46,8
Kyle Allen,CAR,QB,18.12,8
Dwayne Haskins,WAS,QB,8.7,4
Russell Wilson,SEA,QB,10.6,12
Andy Dalton,CIN,QB,9.58,20
Kyler Murray,ARI,QB,9.96,5
Ryan Fitzpatrick,MIA,QB,14.3,18
Tom Brady,NWE,QB,10.76,14
Deshaun Watson,HOU,QB,28.08,7
Josh Allen,BUF,QB,8.74,2
Ryan Griffin,TAM,QB,0.72,19
David Blough,DET,QB,8.2,10
Taysom Hill,NOR,QB,3.5,9
Cooper Kupp,LAR,WR,14.5,18
Baker Mayfield,CLE,QB,10.98,25
Joe Mixon,CIN,RB,27.6,25
Aaron Jones,GNB,RB,31.2,25
Nick Chubb,CLE,RB,12.7,28
Derrick Henry,TEN,RB,23.9,22
Austin Ekeler,LAC,RB,31.3,31
Devin Singletary,BUF,RB,17.8,8
David Montgomery,CHI,RB,6.6,13
Devonta Freeman,ATL,RB,19.4,32
Ezekiel Elliott,DAL,RB,23.3,16
Todd Gurley,LAR,RB,21.3,18
Chris Carson,SEA,RB,12.1,19
Adrian Peterson,WAS,RB,13.6,24
Bilal Powell,NYJ,RB,10.8,27
Carlos Hyde,HOU,RB,9.8,9
Raheem Mostert,SFO,RB,24.9,4
Latavius Murray,NOR,RB,11.4,3
Saquon Barkley,NYG,RB,9.7,7
Bo Scarbrough,DET,RB,8.0,12
Dalvin Cook,MIN,RB,15.5,30
Brian Hill,ATL,RB,12.2,32
Boston Scott,PHI,RB,24.8,15
Melvin Gordon,LAC,RB,19.4,31
Matt Breida,SFO,RB,6.8,4
Christian McCaffrey,CAR,RB,24.5,4
DeAndre Washington,OAK,RB,21.6,17
Phillip Lindsay,DEN,RB,13.5,23
Leonard Fournette,JAX,RB,9.3,21
Mark Ingram,BAL,RB,10.9,14
Patrick Laird,MIA,RB,12.6,10
Alexander Mattison,MIN,RB,8.4,30
Miles Sanders,PHI,RB,10.9,15
Derrius Guice,WAS,RB,4.2,24
Benny Snell,PIT,RB,2.1,20
Kerrith Whyte,PIT,RB,6.0,20
LeSean McCoy,KAN,RB,5.3,1
Marlon Mack,IND,RB,9.8,2
Kenyan Drake,ARI,RB,9.7,5
Ronald Jones,TAM,RB,9.9,6
Peyton Barber,TAM,RB,7.3,6
Deebo Samuel,SFO,WR,15.9,28
Ty Montgomery,NYJ,RB,9.1,27
Josh Reynolds,LAR,WR,2.9,18
Robert Woods,LAR,WR,25.7,18
Kareem Hunt,CLE,RB,14.8,28
Jalen Richard,OAK,RB,6.6,17
Dion Lewis,TEN,RB,4.1,22
Justin Jackson,LAC,RB,2.5,31
Alvin Kamara,NOR,RB,6.3,3
Royce Freeman,DEN,RB,11.2,23
Jamaal Williams,GNB,RB,2.4,23
Malcolm Brown,LAR,RB,8.1,18
Gus Edwards,BAL,RB,2.0,14
David Johnson,ARI,RB,13.3,5
Curtis Samuel,CAR,WR,6.2,5
Diontae Johnson,PIT,WR,19.6,20
Jaylen Samuels,PIT,RB,5.4,20
Giovani Bernard,CIN,RB,6.6,25
Rex Burkhead,NWE,RB,1.5,26
Mike Boone,MIN,RB,1.3,30
A.J. Brown,TEN,WR,33.6,25
DeAndre Hopkins,HOU,WR,26.2,13
Spencer Ware,KAN,RB,1.2,1
Brandon Bolden,NWE,RB,7.0,26
Chase Edmonds,ARI,RB,0.9,5
Julian Edelman,NWE,WR,24.3,2
Deonte Harris,NOR,WR/RS,3.1,2
Justice Hill,BAL,RB,0.8,14
Tyreek Hill,KAN,WR,13.0,1
Sony Michel,NWE,RB,1.9,26
Sterling Shepard,NYG,WR,7.6,30
Ryquell Armstead,JAX,RB,0.7,21
Tyler Boyd,CIN,WR,13.2,7
Tarik Cohen,CHI,RB,9.1,13
Darwin Thompson,KAN,RB,8.3,1
Reggie Bonnafon,CAR,RB,0.6,1
Tevin Coleman,SFO,RB,0.6,4
Frank Gore,BUF,RB,0.6,8
Qadree Ollison,ATL,RB,0.6,32
Jay Ajayi,PHI,RB,0.5,15
Myles Gaskin,MIA,RB,2.1,10
Duke Johnson,HOU,RB,10.5,9
Robby Anderson,NYJ,WR,25.1,31
Travis Kelce,KAN,TE,18.0,8
Christian Kirk,ARI,WR,16.9,8
Wendell Smallwood,WAS,RB,0.4,24
Derek Watt,LAC,RB,6.4,31
Ty Johnson,DET,RB,2.0,12
J.D. McKissic,DET,RB,5.8,12
C.J. Prosise,SEA,RB,0.2,19
Nyheim Hines,IND,RB,4.5,2
Jordan Wilkins,IND,RB,0.1,2
C.J. Ham,MIN,RB,3.5,30
D.J. Moore,CAR,WR,12.1,30
Garrett Gilbert,CLE,QB,-0.1,25
Alec Ingold,OAK,RB,-0.1,17
Richie James,SFO,WR,-0.1,28
Matt Schaub,ATL,QB,-0.1,11
Cordarrelle Patterson,CHI,WR,3.8,6
Jordan Berry,PIT,P,-2.8,6
Darius Slayton,NYG,WR,32.4,30
Michael Thomas,NOR,WR,30.4,9
Tyler Higbee,LAR,TE,18.6,29
Noah Fant,DEN,TE,21.3,24
Michael Gallup,DAL,WR,16.9,5
Marcus Johnson,IND,WR,19.5,32
Olamide Zaccheaus,ATL,WR,16.3,22
Stefon Diggs,MIN,WR,15.2,27
Isaiah Ford,MIA,WR,15.2,26
Zach Ertz,PHI,TE,30.1,16
Chris Godwin,TAM,WR,16.1,23
Keenan Allen,LAC,WR,13.3,12
Amari Cooper,DAL,WR,20.3,5
D.K. Metcalf,SEA,WR,13.8,10
Jarvis Landry,CLE,WR,11.6,14
Calvin Ridley,ATL,WR,18.6,22
DJ Chark,JAX,WR,16.5,4
Zach Pascal,IND,WR,18.4,32
O.J. Howard,TAM,TE,11.3,15
Hayden Hurst,BAL,TE,16.3,7
Darren Waller,OAK,TE,11.2,28
Breshad Perriman,TAM,WR,16.0,23
Keke Coutee,HOU,WR,9.8,13
Allen Hurns,MIA,WR,11.8,26
George Kittle,SFO,TE,18.7,11
Julio Jones,ATL,WR,11.6,22
Jared Cook,NOR,TE,20.4,6
Mike Williams,LAC,WR,14.3,12
Mike Evans,TAM,WR,13.1,23
Justin Watson,TAM,WR,16.9,23
Kenny Golladay,DET,WR,17.8,24
Terry McLaurin,WAS,WR,15.7,11
Ian Thomas,CAR,TE,16.7,11
J.P. Holtz,CHI,TE,8.6,25
Ted Ginn,NOR,WR,9.0,9
Blake Jarwin,DAL,TE,11.0,20
Tim Patrick,DEN,WR,7.0,21
Sammy Watkins,KAN,WR,9.0,1
Jordan Akins,HOU,TE,8.9,10
Tyler Eifert,CIN,TE,8.9,26
Rico Gafford,OAK,WR,11.9,16
Jimmy Graham,GNB,TE,7.9,16
Mecole Hardman,KAN,WR,11.8,1
Dare Ogunbowale,TAM,RB,7.8,6
Allen Robinson,CHI,WR,21.8,6
Khari Blasingame,TEN,FB/RB,6.7,6
Randall Cobb,DAL,WR,6.3,5
Tyler Lockett,SEA,WR,8.3,10
Chris Thompson,WAS,RB,11.3,24
Anthony Miller,CHI,WR,13.2,6
MyCole Pruitt,TEN,TE,5.2,30
Laquon Treadwell,MIN,WR,6.2,27
Davante Adams,GNB,WR,8.1,27
Dallas Goedert,PHI,TE,7.1,16
Steven Sims,WAS,WR,8.0,11
Odell Beckham,CLE,WR,5.9,14
Anthony Firkser,TEN,TE,4.9,30
Hunter Henry,LAC,TE,11.9,23
Marvin Jones,DET,WR,6.8,24
Dawson Knox,BUF,TE,4.7,1
Joshua Perkins,PHI,TE,8.7,16
Vyncint Smith,NYJ,WR,4.7,31
Jason Witten,DAL,TE,8.7,20
DaeSean Hamilton,DEN,WR,5.6,21
Jesper Horsted,CHI,TE,7.6,25
Jakobi Meyers,NWE,WR,4.5,2
Tyrell Williams,OAK,WR,6.5,16
Danny Amendola,DET,WR,8.4,24
Corey Davis,TEN,WR,5.4,25
Josh Gordon,SEA,WR,5.4,10
Jacob Hollister,SEA,TE,7.4,12
Courtland Sutton,DEN,WR,8.4,21
Greg Ward,PHI,WR,7.4,29
James Washington,PIT,WR,7.3,20
Austin Hooper,ATL,TE,5.2,5
Cameron Brate,TAM,TE,13.0,15
Kelvin Harmon,WAS,WR,4.0,11
Nick O'Leary,JAX,TE,13.0,9
Jarius Wright,CAR,WR,7.0,9
JJ Arcega-Whiteside,PHI,WR,4.9,29
Cole Beasley,BUF,WR,12.9,15
Andrew Beck,DEN,FB/TE,3.9,15
Jamison Crowder,NYJ,WR,5.9,31
Jonnu Smith,TEN,TE,11.9,30
Tre'Quan Smith,NOR,WR,10.9,9
DeVante Parker,MIA,WR,4.8,26
John Ross,CIN,WR,4.8,7
Demaryius Thomas,NYJ,WR,10.8,31
Jack Doyle,IND,TE,4.7,27
John Brown,BUF,WR,5.6,15
Keelan Doss,OAK,WR,5.6,16
Isaiah McKenzie,BUF,WR,5.5,15
Tajae Sharpe,TEN,WR,6.5,25
Dede Westbrook,JAX,WR,8.5,4
Devontae Booker,DEN,RB,4.4,23
Jesse James,DET,TE,3.3,2
Deon Cain,PIT,WR,3.2,20
Kyle Juszczyk,SFO,RB,5.2,4
Ricky Seals-Jones,CLE,TE,3.2,17
Irv Smith,MIN,TE,5.1,13
Logan Thomas,DET,TE,4.1,2
Larry Fitzgerald,ARI,WR,5.0,8
Justin Hardy,ATL,WR,2.9,22
Allen Lazard,GNB,WR,3.9,22
Kendrick Bourne,SFO,WR,16.8,28
Russell Gage,ATL,WR,3.7,22
Rashaad Penny,SEA,RB,2.6,19
Auden Tate,CIN,WR,2.6,7
David Moore,SEA,WR,2.5,10
Mark Andrews,BAL,TE,2.4,7
Virgil Green,LAC,TE,8.4,23
Matt LaCosse,NWE,TE,3.4,22
Foster Moreau,OAK,TE,10.4,28
Byron Pringle,KAN,WR,2.4,1
Tyler Conklin,MIN,TE,4.3,13
Mohamed Sanu,NWE,WR,2.3,2
Willie Snead,BAL,WR/RS,10.3,2
Parris Campbell,IND,WR,4.2,32
Keelan Cole,JAX,WR,2.2,4
N'Keal Harry,NWE,WR,2.2,2
Demarcus Robinson,KAN,WR,2.2,1
Robert Tonyan,GNB,TE,8.2,1
Geronimo Allison,GNB,WR,2.1,1
Chris Manhertz,CAR,TE,2.1,1
Kalif Raymond,TEN,WR,2.1,25
Kyle Rudolph,MIN,TE,3.1,13
Golden Tate,NYG,WR,2.1,30
Nick Boyle,BAL,TE,9.0,7
Damiere Byrd,ARI,WR,2.0,8
Malik Turner,SEA,WR,2.0,10
Olabisi Johnson,MIN,WR,7.9,27
Kaden Smith,NYG,TE,2.9,3
Michael Walker,JAX,WR,1.9,4
Mo Alie-Cox,IND,TE,1.8,27
Ryan Griffin,NYJ,TE,1.8,21
Jeff Heuerman,DEN,TE,7.8,24
Seth Roberts,BAL,WR,1.8,3
Kenny Stills,HOU,WR,2.8,13
Daniel Brown,NYJ,TE,1.7,21
Chris Conley,JAX,WR,1.7,4
Trey Edmunds,PIT,RB,1.7,20
Ben Watson,NWE,TE,1.7,22
Brandon Zylstra,CAR,WR,1.7,22
Mike Gesicki,MIA,TE,1.6,4
Charles Clay,ARI,TE,7.5,14
Pharoh Cooper,ARI,WR,1.5,8
Andy Isabella,ARI,WR,1.5,8
Zay Jones,OAK,WR,1.5,16
Marcedes Lewis,GNB,TE,1.5,16
Riley Ridley,CHI,WR,1.5,6
Albert Wilson,MIA,WR,1.5,26
Josh Hill,NOR,TE,8.4,6
David Njoku,CLE,TE,1.4,17
C.J. Uzomah,CIN,TE,1.4,26
Troy Fumagalli,DEN,TE,1.3,24
