Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Julian Edelman,NWE,WR,14.9,30
Lamar Jackson,BAL,QB,32.78,28
Kirk Cousins,MIN,QB,22.86,7
Drew Brees,NOR,QB,21.12,24
Sam Darnold,NYJ,QB,25.42,24
Courtland Sutton,DEN,WR,18.82,24
Josh Allen,BUF,QB,33.84,31
Dak Prescott,DAL,QB,31.56,26
Jimmy Garoppolo,SFO,QB,29.66,32
Matt Ryan,ATL,QB,16.44,11
Jeff Driskel,DET,QB,27.46,13
Derek Carr,OAK,QB,19.78,25
Kyler Murray,ARI,QB,26.7,9
Robert Griffin,BAL,QB,0.5,28
Baker Mayfield,CLE,QB,21.82,5
Nick Foles,JAX,QB,17.84,19
Ryan Fitzpatrick,MIA,QB,12.92,3
Dwayne Haskins,WAS,QB,15.06,18
Kenjon Barner,ATL,RB,1.62,32
Sam Koch,BAL,P,-0.08,32
Jacoby Brissett,IND,QB,15.12,21
Carson Wentz,PHI,QB,12.26,1
Patrick Mahomes,KAN,QB,15.18,6
Jared Goff,LAR,QB,5.22,8
Tom Brady,NWE,QB,8.54,15
Mitchell Trubisky,CHI,QB,10.0,12
Deshaun Watson,HOU,QB,3.96,2
Brandon Allen,DEN,QB,13.4,10
Jameis Winston,TAM,QB,14.82,22
Philip Rivers,LAC,QB,10.12,14
Kyle Allen,CAR,QB,5.7,14
Chase Daniel,CHI,QB,0.36,12
A.J. McCarron,HOU,QB,0.0,2
Bilal Powell,NYJ,RB,5.7,2
Ryan Finley,CIN,QB,5.3,29
Mason Rudolph,PIT,QB,6.34,20
Jonathan Williams,IND,RB,15.7,31
Gus Edwards,BAL,RB,17.2,23
Josh Jacobs,OAK,RB,13.4,28
Marlon Mack,IND,RB,16.9,31
Todd Gurley,LAR,RB,20.3,16
Nick Chubb,CLE,RB,9.2,5
Joe Mixon,CIN,RB,17.3,22
Alvin Kamara,NOR,RB,22.2,2
Devin Singletary,BUF,RB,8.9,27
Christian McCaffrey,CAR,RB,30.1,27
Melvin Gordon,LAC,RB,12.0,26
Kenyan Drake,ARI,RB,14.0,3
Phillip Lindsay,DEN,RB,9.5,12
Carlos Hyde,HOU,RB,12.5,8
Le'Veon Bell,NYJ,RB,17.2,8
Bo Scarbrough,DET,RB,11.5,13
Mark Ingram,BAL,RB,23.5,23
Ezekiel Elliott,DAL,RB,19.3,30
Duke Johnson,HOU,RB,6.4,8
Tarik Cohen,CHI,RB,18.4,19
Miles Sanders,PHI,RB,6.7,1
Darrel Williams,KAN,RB,12.3,21
Sony Michel,NWE,RB,6.4,7
Royce Freeman,DEN,RB,5.5,12
David Montgomery,CHI,RB,6.0,19
Giovani Bernard,CIN,RB,5.6,22
Brian Hill,ATL,RB,4.8,32
LeSean McCoy,KAN,RB,15.7,21
Frank Gore,BUF,RB,5.5,27
Latavius Murray,NOR,RB,5.2,2
Dalvin Cook,MIN,RB,16.7,9
Jaylen Samuels,PIT,RB,15.5,25
Boston Scott,PHI,RB,2.6,1
Adrian Peterson,WAS,RB,5.0,10
Austin Ekeler,LAC,RB,21.2,26
Derrius Guice,WAS,RB,13.9,10
Leonard Fournette,JAX,RB,12.7,6
James White,NWE,RB,7.6,7
Justice Hill,BAL,RB,3.7,23
Chester Rogers,IND,WR,3.9,12
Malcolm Brown,LAR,RB,7.5,16
Rex Burkhead,NWE,RB,6.8,7
Tevin Coleman,SFO,RB,9.2,20
Ronald Jones,TAM,RB,3.4,4
J.D. McKissic,DET,RB,8.3,13
Raheem Mostert,SFO,RB,4.7,20
Kareem Hunt,CLE,RB,11.8,5
Tony Pollard,DAL,RB,15.6,30
Trey Edmunds,PIT,TE,6.8,26
Nyheim Hines,IND,RB,12.5,31
Ty Montgomery,NYJ,RB,1.1,31
Qadree Ollison,ATL,RB,7.1,32
Tyler Boyd,CIN,WR,2.0,25
James Conner,PIT,RB,2.6,25
Isaiah McKenzie,BUF,WR,6.1,31
Kalen Ballage,MIA,RB,12.7,14
Mohamed Sanu,NWE,WR,3.2,30
Jakeem Grant,MIA,WR,12.9,3
Patrick Laird,MIA,RB,11.8,14
Damien Williams,KAN,RB,2.3,21
Josh Adams,NYJ,RB,0.6,21
Ryquell Armstead,JAX,RB,3.9,6
Ty Johnson,DET,RB,1.6,13
Ameer Abdullah,MIN,RB,1.6,9
Buddy Howell,HOU,RB,0.5,8
Zach Line,NOR,RB,2.0,2
Alexander Mattison,MIN,RB,0.5,9
Devontae Booker,DEN,RB,0.4,12
Alec Ingold,OAK,RB,0.3,28
Keith Smith,ATL,RB,0.3,32
Taysom Hill,NOR,QB,1.4,24
Andy Janovich,DEN,RB,7.4,12
Christian Kirk,ARI,WR,10.2,9
Myles Gaskin,MIA,RB,0.0,14
C.J. Ham,MIN,RB,1.6,9
Quenton Nelson,IND,G/C,0.0,9
Dare Ogunbowale,TAM,RB,4.0,4
Jalen Richard,OAK,RB,1.7,28
Garrett Gilbert,CLE,QB,-0.1,5
Matt Schaub,ATL,QB,-0.1,11
DeAndre Washington,OAK,RB,3.3,28
Brian Hoyer,IND,QB,-0.2,21
Darren Waller,OAK,TE,12.6,17
Tony Brooks-James,PIT,RB,-0.4,25
Julio Jones,ATL,WR,14.7,22
Marvin Jones,DET,WR,19.9,6
Josh Reynolds,LAR,WR,8.0,5
Noah Fant,DEN,TE,9.3,2
Michael Gallup,DAL,WR,23.8,27
Calvin Ridley,ATL,WR,28.3,22
John Brown,BUF,WR,34.7,31
DeVante Parker,MIA,WR,20.5,3
Deebo Samuel,SFO,WR,21.4,20
Stefon Diggs,MIN,WR,23.1,13
Randall Cobb,DAL,WR,21.5,27
Michael Thomas,NOR,WR,25.4,32
Ryan Griffin,NYJ,TE,21.9,32
DJ Chark,JAX,WR,30.4,23
D.J. Moore,CAR,WR,17.5,23
