Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
John Brown,BUF,WR,10.72,6
Deshaun Watson,HOU,QB,28.86,1
DeAndre Hopkins,HOU,WR,15.64,1
Ryan Tannehill,TEN,QB,13.78,19
Aaron Rodgers,GNB,QB,28.12,30
Josh Allen,BUF,QB,23.54,13
Jared Goff,LAR,QB,24.96,32
Matt Haack,MIA,P,4.04,32
Mitchell Trubisky,CHI,QB,23.92,26
Ryan Fitzpatrick,MIA,QB,24.8,15
Jimmy Garoppolo,SFO,QB,9.1,2
Philip Rivers,LAC,QB,16.6,7
Russell Wilson,SEA,QB,16.9,10
Devlin Hodges,PIT,QB,10.68,20
Carson Wentz,PHI,QB,22.4,31
Dak Prescott,DAL,QB,20.7,3
Jameis Winston,TAM,QB,10.72,21
Drew Brees,NOR,QB,11.26,21
Andy Dalton,CIN,QB,13.32,18
David Blough,DET,QB,17.3,8
Kirk Cousins,MIN,QB,17.04,16
Lamar Jackson,BAL,QB,22.3,9
Tom Brady,NWE,QB,24.34,28
Drew Lock,DEN,QB,12.86,6
Matt Ryan,ATL,QB,16.58,22
Patrick Mahomes,KAN,QB,19.5,29
Kyle Allen,CAR,QB,23.32,29
Jacoby Brissett,IND,QB,12.66,17
Baker Mayfield,CLE,QB,8.04,5
Derek Carr,OAK,QB,9.58,14
Sam Darnold,NYJ,QB,10.46,25
Gardner Minshew,JAX,QB,8.68,24
Dwayne Haskins,WAS,QB,6.48,11
Kyler Murray,ARI,QB,13.32,12
Blake Bortles,LAR,QB,-0.88,32
Daniel Jones,NYG,QB,8.2,4
Nick Foles,JAX,QB,-1.98,24
Garrett Gilbert,CLE,QB,0.0,5
Taysom Hill,NOR,QB,18.5,5
Derrick Henry,TEN,RB,23.6,6
Raheem Mostert,SFO,RB,23.4,8
Derrius Guice,WAS,RB,27.7,32
Josh Jacobs,OAK,RB,10.4,26
Chris Carson,SEA,RB,17.9,12
Melvin Gordon,LAC,RB,13.0,9
Adrian Peterson,WAS,RB,15.9,32
Todd Gurley,LAR,RB,18.5,20
Saquon Barkley,NYG,RB,14.5,24
Miles Sanders,PHI,RB,21.5,27
Bo Scarbrough,DET,RB,8.3,16
James White,NWE,RB,37.7,23
David Montgomery,CHI,RB,16.7,30
Rashaad Penny,SEA,RB,26.7,12
Ezekiel Elliott,DAL,RB,20.7,14
Devin Singletary,BUF,RB,19.1,13
Benny Snell,PIT,RB,13.7,25
Alvin Kamara,NOR,RB,12.4,25
Mark Ingram,BAL,RB,8.2,3
Nick Chubb,CLE,RB,8.9,5
Phillip Lindsay,DEN,RB,9.2,21
Devonta Freeman,ATL,RB,10.4,4
Jordan Wilkins,IND,RB,7.6,17
Kareem Hunt,CLE,RB,17.5,5
Sony Michel,NWE,RB,4.5,23
Peyton Barber,TAM,RB,16.4,31
Christian McCaffrey,CAR,RB,17.2,31
Joe Mixon,CIN,RB,17.0,10
Darwin Thompson,KAN,RB,10.4,22
Jamaal Williams,GNB,RB,10.7,15
Leonard Fournette,JAX,RB,18.1,2
Duke Johnson,HOU,RB,20.0,1
Le'Veon Bell,NYJ,RB,10.7,28
Jaylen Samuels,PIT,RB,7.4,25
Kenyan Drake,ARI,RB,7.1,19
Albert Wilson,MIA,WR,11.3,30
Malcolm Brown,LAR,RB,3.0,20
Dalvin Cook,MIN,RB,13.4,18
Travis Homer,SEA,RB,2.9,12
Stefon Diggs,MIN,WR,9.2,18
Nyheim Hines,IND,RB,12.0,17
Alexander Mattison,MIN,RB,11.3,18
Myles Gaskin,MIA,RB,3.6,7
Deebo Samuel,SFO,WR,14.1,15
Aaron Jones,GNB,RB,7.1,15
Darrell Henderson,LAR,RB,1.7,20
Carlos Hyde,HOU,RB,3.2,1
Diontae Johnson,PIT,WR,4.1,7
Austin Ekeler,LAC,RB,16.7,9
Rex Burkhead,NWE,RB,1.5,23
Gus Edwards,BAL,RB,3.2,3
David Johnson,ARI,RB,4.4,19
Bilal Powell,NYJ,RB,3.8,28
Chris Thompson,WAS,RB,3.9,32
Jonathan Williams,IND,RB,3.5,17
Brian Hill,ATL,RB,6.7,4
Darrel Williams,KAN,RB,8.6,22
Ty Johnson,DET,RB,5.9,16
Royce Freeman,DEN,RB,6.4,21
Frank Gore,BUF,RB,3.5,13
LeSean McCoy,KAN,RB,12.0,22
Kerrith Whyte,PIT,RB,1.0,25
Jay Ajayi,PHI,RB,0.9,27
Tarik Cohen,CHI,RB,7.5,30
Mecole Hardman,KAN,WR,0.9,25
J.D. McKissic,DET,RB,5.4,16
Ronald Jones,TAM,RB,0.8,31
Robert Foster,BUF,WR,3.7,6
Ty Montgomery,NYJ,RB,1.8,28
Tony Pollard,DAL,RB,0.7,14
Tevin Coleman,SFO,RB,2.5,8
Patrick Laird,MIA,RB,14.8,7
DeAndre Washington,OAK,RB,7.9,26
Javorius Allen,NYG,RB,0.4,24
Giovani Bernard,CIN,RB,2.2,10
Alec Ingold,OAK,RB,3.7,26
Keith Smith,ATL,RB,0.4,4
Justice Hill,BAL,RB,0.3,3
Alex Armah,CAR,RB,0.2,3
T.J. Logan,TAM,RB,0.2,31
Latavius Murray,NOR,RB,0.2,31
Elijhaa Penny,NYG,RB,0.2,24
Jalen Richard,OAK,RB,1.8,26
Kalen Ballage,MIA,RB,0.0,7
Trevor Davis,OAK,WR,-2.0,2
Dare Ogunbowale,TAM,RB,3.2,31
Anthony Sherman,KAN,RB,1.7,22
Matt Moore,KAN,QB,-0.1,29
George Kittle,SFO,TE,3.4,1
D.J. Moore,CAR,WR,19.2,1
Tim Boyle,GNB,QB,-0.4,30
Tyreek Hill,KAN,WR,10.1,25
Julian Edelman,NWE,WR,21.9,21
Robert Woods,LAR,WR,30.2,20
DeVante Parker,MIA,WR,34.9,30
Kenny Golladay,DET,WR,25.8,5
Anthony Miller,CHI,WR,23.0,27
Alshon Jeffery,PHI,WR,28.7,31
Mike Williams,LAC,WR,16.7,13
James Washington,PIT,WR,21.1,7
Cole Beasley,BUF,WR,23.0,6
Zach Pascal,IND,WR,17.9,16
Tyler Higbee,LAR,TE,23.7,32
Allen Lazard,GNB,WR,19.3,29
Robby Anderson,NYJ,WR,17.1,14
Darren Waller,OAK,TE,17.0,22
Calvin Ridley,ATL,WR,17.1,28
Travis Kelce,KAN,TE,14.0,30
Breshad Perriman,TAM,WR,13.7,12
Allen Robinson,CHI,WR,22.6,27
Jared Cook,NOR,TE,11.5,27
Amari Cooper,DAL,WR,16.5,3
Mike Gesicki,MIA,TE,18.9,3
Jarvis Landry,CLE,WR,13.6,8
D.K. Metcalf,SEA,WR,11.5,24
Courtland Sutton,DEN,WR,23.4,4
Jack Doyle,IND,TE,19.3,28
Kaden Smith,NYG,TE,13.0,19
Keenan Allen,LAC,WR,18.8,13
Dallas Goedert,PHI,TE,12.6,21
Auden Tate,CIN,WR,10.6,26
Cooper Kupp,LAR,WR,18.5,20
David Moore,SEA,WR,14.5,24
Curtis Samuel,CAR,WR,16.5,24
Davante Adams,GNB,WR,24.4,29
Michael Gallup,DAL,WR,9.3,3
O.J. Howard,TAM,TE,11.1,23
Kenny Stills,HOU,WR,15.1,1
Dede Westbrook,JAX,WR,17.0,32
Tyler Boyd,CIN,WR,16.9,26
Laquon Treadwell,MIN,WR,12.8,18
Christian Blake,ATL,WR,11.7,28
Chris Conley,JAX,WR,9.7,32
Larry Fitzgerald,ARI,WR,11.6,10
Javon Wims,CHI,WR,10.6,27
Marcus Johnson,IND,WR,9.5,16
Randall Cobb,DAL,WR,8.3,3
Mike Evans,TAM,WR,9.3,12
Russell Gage,ATL,WR,16.2,28
Kelvin Harmon,WAS,WR,8.1,22
C.J. Uzomah,CIN,TE,10.1,4
Mark Andrews,BAL,TE,14.0,6
Chris Godwin,TAM,WR,9.0,12
Kyle Rudolph,MIN,TE,15.0,29
Michael Thomas,NOR,WR,10.8,29
DJ Chark,JAX,WR,6.7,32
Jakobi Meyers,NWE,WR,7.6,21
A.J. Brown,TEN,WR,7.5,23
Jacob Hollister,SEA,TE,10.4,2
Darius Slayton,NYG,WR,10.4,11
Cody Latimer,NYG,WR,5.3,11
Kendrick Bourne,SFO,WR,7.2,15
C.J. Ham,MIN,RB,4.2,18
Jason Witten,DAL,TE,16.2,7
Nelson Agholor,PHI,WR,7.1,31
Jaeden Graham,ATL,TE,14.1,11
Emmanuel Sanders,SFO,WR,8.1,15
Marvin Jones,DET,WR,13.0,5
Kalif Raymond,TEN,WR,11.0,23
Sterling Shepard,NYG,WR,13.0,11
Josh Reynolds,LAR,WR,7.9,20
Jeremy Sprinkle,WAS,TE,5.6,5
Isaiah McKenzie,BUF,WR,6.4,6
Jarius Wright,CAR,WR,6.4,6
Allen Hurns,MIA,WR,6.3,30
Danny Amendola,DET,WR,6.2,5
Ross Travis,IND,TE,3.1,28
Ryan Griffin,NYJ,TE,8.0,17
Odell Beckham,CLE,WR,5.9,8
Charles Clay,ARI,TE,4.9,12
Steven Sims,WAS,WR,5.9,22
Stephen Carlson,CLE,TE,4.8,14
Justin Hardy,ATL,WR,5.8,28
Tevin Jones,PIT,WR,3.8,7
Pharoh Cooper,ARI,WR,6.6,10
Brandin Cooks,LAR,WR,4.4,20
Zach Ertz,PHI,TE,5.4,21
Matt LaCosse,NWE,TE,3.4,24
Ian Thomas,CAR,TE,6.4,24
Corey Davis,TEN,WR,3.3,23
Darren Fells,HOU,TE,10.3,8
Demetrius Harris,CLE,TE,3.3,14
Christian Kirk,ARI,WR,5.3,10
Vyncint Smith,NYJ,WR,4.3,14
Demaryius Thomas,NYJ,WR,5.3,14
Ben Watson,NWE,TE,3.3,24
Tavon Austin,DAL,WR,4.2,3
Anthony Firkser,TEN,TE,5.2,15
Greg Olsen,CAR,TE,5.2,15
Alex Erickson,CIN,WR,4.1,26
Hayden Hurst,BAL,TE,5.1,6
Vance McDonald,PIT,TE,5.1,26
Geronimo Allison,GNB,WR,4.0,29
Jordan Akins,HOU,TE,2.9,8
T.J. Hockenson,DET,TE,7.8,20
Jesper Horsted,CHI,TE,8.8,13
Dawson Knox,BUF,TE,4.7,25
Jimmy Graham,GNB,TE,2.6,16
JJ Arcega-Whiteside,PHI,WR,8.5,31
Ventell Bryant,DAL,WR,8.5,3
Phillip Dorsett,NWE,WR,3.5,21
Jeff Heuerman,DEN,TE,4.5,9
Foster Moreau,OAK,TE,2.5,22
Zay Jones,OAK,WR,3.4,2
Mohamed Sanu,NWE,WR,4.4,21
