Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Colin Jones,CAR,S,0.5,24
Wendell Smallwood,WAS,RB,2.3,14
Alfred Morris,ARI,RB,0.4,3
Zay Jones,OAK,WR,5.4,27
Ameer Abdullah,MIN,RB,8.8,26
Evan Engram,NYG,TE,11.0,25
Alec Ingold,OAK,RB,0.2,30
Diontae Johnson,PIT,WR,1.5,23
Mike Williams,LAC,WR,14.3,11
Dare Ogunbowale,TAM,RB,8.3,18
Darrel Williams,KAN,RB,0.1,12
Tony Brooks-James,PIT,RB,0.0,6
Randall Cobb,DAL,WR,7.5,29
Raheem Mostert,SFO,RB,-0.2,20
Zach Zenner,ARI,RB,-0.3,3
Odell Beckham,CLE,WR,13.2,13
Jarius Wright,CAR,WR,-0.7,16
Mike Evans,TAM,WR,36.0,18
Tyler Lockett,SEA,WR,40.2,32
Kenny Golladay,DET,WR,23.2,25
Marvin Jones,DET,WR,26.6,25
Noah Fant,DEN,TE,20.5,26
Emmanuel Sanders,SFO,WR,24.2,20
Zach Ertz,PHI,TE,25.3,20
D.J. Moore,CAR,WR,17.1,16
Mike Gesicki,MIA,TE,15.5,4
Julian Edelman,NWE,WR,16.9,15
Andy Isabella,ARI,WR,15.8,9
Hunter Henry,LAC,TE,15.4,19
Jamison Crowder,NYJ,WR,22.3,31
A.J. Brown,TEN,WR,12.1,22
Mohamed Sanu,NWE,WR,24.1,15
Keelan Cole,JAX,WR,13.0,21
Amari Cooper,DAL,WR,18.0,29
George Kittle,SFO,TE,19.9,32
John Brown,BUF,WR,11.6,32
Zach Pascal,IND,WR,18.6,8
Preston Williams,MIA,WR,24.2,26
Taylor Gabriel,CHI,WR,9.9,30
James Washington,PIT,WR,10.9,23
Ryquell Armstead,JAX,RB,11.5,23
Adam Humphries,TEN,WR,10.5,22
Sammy Watkins,KAN,WR,13.3,24
Travis Kelce,KAN,TE,13.2,2
Laquon Treadwell,MIN,WR,8.8,2
Jason Witten,DAL,TE,13.8,16
DeVante Parker,MIA,WR,15.7,26
Antonio Callaway,CLE,WR,9.6,13
T.J. Hockenson,DET,TE,8.6,30
Hunter Renfrow,OAK,WR,17.4,27
Kenny Stills,HOU,WR,9.2,12
Darren Waller,OAK,TE,7.2,13
Jarvis Landry,CLE,WR,17.1,13
Ryan Griffin,NYJ,TE,11.0,21
Marquise Brown,BAL,WR,7.8,1
Corey Davis,TEN,WR,8.8,22
Tyrell Williams,OAK,WR,7.8,27
Allen Lazard,GNB,WR,7.4,4
Blake Jarwin,DAL,TE,11.2,16
Breshad Perriman,TAM,WR,14.2,18
Paul Richardson,WAS,WR,8.2,3
Davante Adams,GNB,WR,11.1,4
Seth Devalve,JAX,TE,8.1,24
Keenan Allen,LAC,WR,7.0,11
Greg Olsen,CAR,TE,7.0,28
Deebo Samuel,SFO,WR,8.0,20
Dallas Goedert,PHI,TE,7.9,20
Terry McLaurin,WAS,WR,7.9,3
Larry Fitzgerald,ARI,WR,7.8,9
C.J. Ham,MIN,RB,5.7,26
Jacob Hollister,SEA,TE,19.7,27
Alshon Jeffery,PHI,WR,7.6,5
Marcell Ateman,OAK,WR,4.4,27
Robby Anderson,NYJ,WR,5.3,31
Michael Gallup,DAL,WR,11.3,29
Jakeem Grant,MIA,WR,6.3,26
Irv Smith,MIN,TE,7.3,22
DJ Chark,JAX,WR,7.2,21
Chris Conley,JAX,WR,5.2,21
Tajae Sharpe,TEN,WR,5.1,22
Vance McDonald,PIT,TE,14.0,15
Danny Amendola,DET,WR,5.9,25
Ross Dwelley,SFO,TE,6.9,32
Ben Watson,NWE,TE,6.8,1
Nick Boyle,BAL,TE,13.7,8
Demetrius Harris,CLE,TE,5.5,10
Jordan Akins,HOU,TE,5.4,23
C.J. Board,JAX,WR,3.3,21
Kyle Rudolph,MIN,TE,11.3,22
Jack Doyle,IND,TE,11.2,14
Bennie Fowler,NYG,WR,5.2,6
KeeSean Johnson,ARI,WR,10.2,9
Chester Rogers,IND,WR,9.2,8
Nelson Agholor,PHI,WR,5.1,5
Geronimo Allison,GNB,WR,4.1,4
Mark Andrews,BAL,TE,4.1,8
Dante Pettis,SFO,WR,9.1,20
Vyncint Smith,NYJ,WR,3.0,31
Luke Willson,SEA,TE,4.0,27
Kalif Raymond,TEN,WR,3.9,22
Demaryius Thomas,NYJ,WR,3.9,31
David Moore,SEA,WR,3.8,32
Jonnu Smith,TEN,TE,4.8,5
Rhett Ellison,NYG,TE,3.7,25
Jimmy Graham,GNB,TE,5.7,9
Eric Ebron,IND,TE,3.6,14
Allen Hurns,MIA,WR,3.6,26
JuJu Smith-Schuster,PIT,WR,4.6,23
Jeremy Sprinkle,WAS,TE,2.6,7
Pharoh Cooper,ARI,WR,3.5,9
Hayden Hurst,BAL,TE,3.5,8
Willie Snead,BAL,WR/RS,3.5,8
Devontae Booker,DEN,RB,2.4,25
Dawson Knox,BUF,TE,3.4,25
Cole Beasley,BUF,WR,9.3,25
Phillip Dorsett,NWE,WR,3.3,15
Logan Thomas,DET,TE,2.3,30
Tanner Hudson,TAM,TE,2.2,29
Isaiah McKenzie,BUF,WR,4.2,29
Ricky Seals-Jones,CLE,TE,3.2,10
Steven Sims,WAS,WR,2.2,3
Maxx Williams,ARI,TE,2.2,6
Mo Alie-Cox,IND,TE,2.1,14
Antony Auclair,TAM,TE,2.1,29
KhaDarel Hodge,CLE,WR,2.0,13
Troy Fumagalli,DEN,TE,1.9,26
Trey Quinn,WAS,WR,1.9,3
DeAndre Carter,HOU,WR,1.8,12
Cody Latimer,NYG,WR,8.8,6
Patrick Ricard,BAL,FB/DL,1.8,6
Kendrick Bourne,SFO,WR,7.7,20
Charles Clay,ARI,TE,1.6,6
Kelvin Harmon,WAS,WR,1.6,3
Allen Robinson,CHI,WR,1.6,30
Darius Slayton,NYG,WR,1.6,6
DeSean Jackson,PHI,WR,1.5,5
Cordarrelle Patterson,CHI,WR,1.5,30
Demarcus Robinson,KAN,WR,1.5,24
Olabisi Johnson,MIN,WR,7.4,2
Josh Oliver,JAX,TE,1.4,24
Jesse James,DET,TE,1.3,30
Foster Moreau,OAK,TE,7.3,13
Albert Wilson,MIA,WR,1.3,26
Blake Bell,KAN,TE,1.2,2
T.J. Logan,TAM,RB,1.2,18
Jeff Wilson,SFO,RB,1.2,20
Darren Fells,HOU,TE,7.1,23
Diontae Spencer,DEN,WR,-1.0,7
Mike Hughes,MIN,CB,0.0,7
Logan Cooke,JAX,P,0.0,7
Jonotthan Harrison,NYJ,OL,0.0,7
Cyrus Jones,BAL,CB/RS,-2.0,7
Andre James,OAK,OL,0.0,7
