Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Patrick Mahomes,KAN,QB,31.62,29
Jimmy Garoppolo,SFO,QB,22.64,25
Russell Wilson,SEA,QB,24.2,5
Tom Brady,NWE,QB,24.66,31
Dak Prescott,DAL,QB,27.66,31
Dante Pettis,SFO,WR,0.64,14
Jared Goff,LAR,QB,19.12,22
Lamar Jackson,BAL,QB,30.88,32
Case Keenum,WAS,QB,16.74,13
Jameis Winston,TAM,QB,13.22,11
Aaron Rodgers,GNB,QB,14.36,10
Josh Allen,BUF,QB,22.22,30
Luke Falk,NYJ,QB,7.92,20
Gardner Minshew,JAX,QB,16.12,28
Jacoby Brissett,IND,QB,16.34,17
Marcus Mariota,TEN,QB,13.36,19
Mason Rudolph,PIT,QB,11.18,16
Matthew Stafford,DET,QB,15.1,6
Andy Dalton,CIN,QB,18.64,9
Kyler Murray,ARI,QB,14.36,2
Baker Mayfield,CLE,QB,15.0,18
Joe Flacco,DEN,QB,13.68,8
Matt Ryan,ATL,QB,19.1,15
Philip Rivers,LAC,QB,10.92,26
Teddy Bridgewater,NOR,QB,7.1,12
Josh McCown,PHI,QB,0.96,12
Deshaun Watson,HOU,QB,12.86,21
Cam Newton,CAR,QB,11.32,24
Mitchell Trubisky,CHI,QB,5.6,7
Ben Roethlisberger,PIT,QB,3.0,16
Eli Manning,NYG,QB,10.2,3
Carson Wentz,PHI,QB,15.54,3
Derek Carr,OAK,QB,9.72,14
Trevor Siemian,NYJ,QB,0.12,20
Kirk Cousins,MIN,QB,8.9,4
Drew Brees,NOR,QB,-0.48,12
Josh Rosen,MIA,QB,1.88,1
Ryan Fitzpatrick,MIA,QB,-1.84,1
Dalvin Cook,MIN,RB,28.1,24
Matt Breida,SFO,RB,14.2,28
Aaron Jones,GNB,RB,25.0,12
Ezekiel Elliott,DAL,RB,20.0,12
Saquon Barkley,NYG,RB,22.5,14
Josh Jacobs,OAK,RB,9.9,26
Carlos Hyde,HOU,RB,9.0,31
Sony Michel,NWE,RB,12.3,27
Raheem Mostert,SFO,RB,24.1,28
Peyton Barber,TAM,RB,15.9,32
Derrick Henry,TEN,RB,17.4,6
Jordan Wilkins,IND,RB,9.6,17
Le'Veon Bell,NYJ,RB,20.9,25
Frank Gore,BUF,RB,16.3,15
Austin Ekeler,LAC,RB,23.3,30
Todd Gurley,LAR,RB,15.7,4
Nick Chubb,CLE,RB,19.8,10
David Montgomery,CHI,RB,13.8,9
Rashaad Penny,SEA,RB,13.5,5
Chris Carson,SEA,RB,9.7,5
Justin Jackson,LAC,RB,7.4,30
Devin Singletary,BUF,RB,11.7,15
