Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Peyton Barber,TAM,RB,6.5,3
Ito Smith,ATL,RB,5.0,12
Justice Hill,BAL,RB,2.7,27
James White,NWE,RB,13.2,5
Damien Williams,KAN,RB,18.5,31
Miles Sanders,PHI,RB,3.7,31
Tony Pollard,DAL,RB,2.4,15
Tevin Coleman,SFO,RB,7.6,2
Giovani Bernard,CIN,RB,8.3,18
James Conner,PIT,RB,10.5,1
Frank Gore,BUF,RB,2.0,10
Mike Davis,CHI,RB,9.6,24
Devonta Freeman,ATL,RB,4.1,12
Derrius Guice,WAS,RB,6.8,7
David Montgomery,CHI,RB,5.5,24
Rashaad Penny,SEA,RB,1.8,28
Wayne Gallman,NYG,RB,13.1,13
Robert Woods,LAR,WR,16.6,22
Sony Michel,NWE,RB,1.4,5
Nyheim Hines,IND,RB,5.7,21
D'Ernest Johnson,CLE,RB,5.6,17
Kenyan Drake,MIA,RB,4.7,8
Christian Kirk,ARI,WR,8.4,27
Jarvis Landry,CLE,WR,11.7,16
Joe Mixon,CIN,RB,3.7,18
Jonnu Smith,TEN,TE,2.7,26
Chris Thompson,WAS,RB,14.8,7
Ameer Abdullah,MIN,RB,0.8,7
Taysom Hill,NOR,QB,8.7,28
DeAndre Washington,OAK,RB,0.8,9
Ryquell Armstead,JAX,RB,0.7,26
Brandon Bolden,NWE,RB,0.7,5
Parris Campbell,IND,WR,1.8,4
Dion Lewis,TEN,RB,4.3,25
Ty Johnson,DET,RB,0.6,20
Chase Edmonds,ARI,RB,0.5,30
Tyreek Hill,KAN,WR,4.1,12
Jamison Crowder,NYJ,WR,24.3,3
Dontrell Hilliard,CLE,RB,8.8,17
Marvin Jones,DET,WR,10.0,20
Ty Montgomery,NYJ,RB,0.4,14
Jaylen Samuels,PIT,RB,1.6,1
Derek Watt,LAC,RB,0.4,6
Tyler Boyd,CIN,WR,14.3,18
Elijhaa Penny,NYG,RB,0.3,13
Jalen Richard,OAK,RB,0.3,9
Alshon Jeffery,PHI,WR,22.1,9
Dede Westbrook,JAX,WR,14.2,2
Alex Armah,CAR,RB,6.1,19
Mark Walton,MIA,RB,0.1,8
Albert Wilson,MIA,WR,3.4,15
Darrell Henderson,LAR,RB,0.0,32
Marquez Valdes-Scantling,GNB,WR,9.2,5
Jamaal Williams,GNB,RB,3.5,16
Kalen Ballage,MIA,RB,2.2,8
Russell Gage,ATL,WR,2.2,24
Cordarrelle Patterson,CHI,WR,1.1,11
Ryan Tannehill,TEN,QB,-0.2,20
Noah Fant,DEN,TE,4.4,30
Sammy Watkins,KAN,WR,46.8,12
Michael Gallup,DAL,WR,22.8,29
John Ross,CIN,WR,34.8,18
DeSean Jackson,PHI,WR,35.4,18
Marquise Brown,BAL,WR,30.7,31
DJ Chark,JAX,WR,24.6,2
T.J. Hockenson,DET,TE,25.1,32
Terry McLaurin,WAS,WR,23.5,30
Keenan Allen,LAC,WR,26.3,23
John Brown,BUF,WR,25.3,26
Michael Thomas,NOR,WR,22.3,21
Courtland Sutton,DEN,WR,19.0,25
Evan Engram,NYG,TE,28.6,25
Larry Fitzgerald,ARI,WR,25.3,27
DeAndre Hopkins,HOU,WR,31.1,28
Mark Andrews,BAL,TE,24.8,21
Amari Cooper,DAL,WR,22.6,29
Tyrell Williams,OAK,WR,22.5,13
Danny Amendola,DET,WR,23.4,20
Allen Robinson,CHI,WR,17.2,11
Ted Ginn,NOR,WR,17.1,21
A.J. Brown,TEN,WR,13.0,7
Chris Conley,JAX,WR,21.7,2
Phillip Dorsett,NWE,WR,25.5,8
D.K. Metcalf,SEA,WR,12.9,14
Travis Kelce,KAN,TE,11.8,23
T.Y. Hilton,IND,WR,28.7,4
Emmanuel Sanders,DEN,WR,19.6,25
JuJu Smith-Schuster,PIT,WR,13.8,1
Austin Hooper,ATL,TE,16.7,2
D.J. Moore,CAR,WR,12.6,10
DeVante Parker,MIA,WR,10.5,15
Cody Latimer,NYG,WR,10.4,6
Josh Gordon,NWE,WR,16.3,8
Odell Beckham,CLE,WR,14.1,16
Darren Waller,OAK,TE,14.0,10
Randall Cobb,DAL,WR,16.9,29
Will Fuller,HOU,WR,8.9,28
C.J. Uzomah,CIN,TE,10.6,29
Calvin Ridley,ATL,WR,16.4,24
Hunter Henry,LAC,TE,10.0,15
Vernon Davis,WAS,TE,15.9,3
Mohamed Sanu,ATL,WR,10.7,24
Delanie Walker,TEN,TE,22.5,26
Zach Ertz,PHI,TE,10.4,26
George Kittle,SFO,TE,13.4,27
Chris Godwin,TAM,WR,14.3,9
James Washington,PIT,WR,7.1,1
Tarik Cohen,CHI,RB,12.9,24
Rashard Higgins,CLE,WR,6.6,16
KeeSean Johnson,ARI,WR,9.6,27
Cooper Kupp,LAR,WR,11.6,22
Tyler Lockett,SEA,WR,11.4,14
Adam Thielen,MIN,WR,13.3,14
Damiere Byrd,ARI,WR,8.2,27
Kenny Golladay,DET,WR,14.2,20
Sterling Shepard,NYG,WR,10.2,6
Justin Hardy,ATL,WR,8.1,24
Hayden Hurst,BAL,TE,7.1,21
Willie Snead,BAL,WR/RS,12.1,21
Cole Beasley,BUF,WR,9.0,26
Bennie Fowler,NYG,WR,9.0,6
Vance McDonald,PIT,TE,6.0,8
Brandin Cooks,LAR,WR,5.9,22
Richie James,SFO,WR,10.9,32
Blake Jarwin,DAL,TE,12.9,16
Jared Cook,NOR,TE,5.7,24
Stefon Diggs,MIN,WR,5.7,24
David Njoku,CLE,TE,13.7,28
Kenny Stills,HOU,WR,12.7,28
Davante Adams,GNB,WR,7.6,5
Greg Olsen,CAR,TE,7.6,12
Paul Richardson,WAS,WR,7.6,30
Deon Cain,IND,WR,5.5,4
Tommy Sweeney,BUF,TE,5.5,4
Dare Ogunbowale,TAM,RB,7.3,3
Trey Quinn,WAS,WR,13.3,30
Devin Funchess,IND,WR,6.2,4
O.J. Howard,TAM,TE,5.2,6
James O'Shaughnessy,JAX,TE,7.2,22
Curtis Samuel,CAR,WR,6.2,10
Mike Gesicki,MIA,TE,5.1,1
Kelvin Harmon,WAS,WR,5.1,30
Julio Jones,ATL,WR,15.1,24
Jimmy Graham,GNB,TE,12.0,20
Damion Willis,CIN,WR,6.0,18
Ryan Switzer,PIT,WR,8.9,1
Mike Williams,LAC,WR,4.9,23
Trevor Davis,GNB,WR,3.8,5
Alex Erickson,CIN,WR,4.8,18
Mike Evans,TAM,WR,4.8,9
Robert Tonyan,GNB,TE,3.8,20
Tyler Eifert,CIN,TE,7.7,29
Nick Boyle,BAL,TE,5.6,21
Tre'Quan Smith,NOR,WR,10.6,21
Diontae Johnson,PIT,WR,5.5,1
Taylor Gabriel,CHI,WR,4.4,11
J.D. McKissic,DET,RB,4.4,20
Preston Williams,MIA,WR,11.4,15
Robby Anderson,NYJ,WR,5.3,3
Allen Hurns,MIA,WR,3.2,15
Jakobi Meyers,NWE,WR,3.2,8
Jack Doyle,IND,TE,3.0,9
Tyler Higbee,LAR,TE,12.0,5
Foster Moreau,OAK,TE,4.0,10
Zay Jones,BUF,WR,3.8,26
Jordan Akins,HOU,TE,2.7,11
Damion Ratley,CLE,WR,3.7,16
Deebo Samuel,SFO,WR,2.7,32
Geoff Swaim,JAX,TE,5.7,22
Dallas Goedert,PHI,TE,3.6,22
Ryan Grant,OAK,WR,4.6,13
Nick Vannett,SEA,TE,3.6,17
Josh Bellamy,NYJ,WR,2.5,3
Jesse James,DET,TE,2.5,32
Anthony Sherman,KAN,RB,2.5,31
Maxx Williams,ARI,TE,2.5,13
Jason Witten,DAL,TE,10.5,16
Marcedes Lewis,GNB,TE,3.4,20
Jarius Wright,CAR,WR,2.4,10
Hunter Renfrow,OAK,WR,3.3,13
Travis Benjamin,LAC,WR/PR,3.2,13
Will Dissly,SEA,TE,2.2,17
Nelson Agholor,PHI,WR,3.1,17
Ryan Griffin,NYJ,TE,4.0,7
Breshad Perriman,TAM,WR,3.0,9
Seth Roberts,BAL,WR,2.0,31
Chad Beebe,MIN,WR,1.9,31
Kendrick Bourne,SFO,WR,1.9,32
Patrick DiMarco,BUF,RB,2.9,10
Tavon Austin,DAL,WR,1.8,29
Cameron Brate,TAM,TE,2.8,6
Eric Ebron,IND,TE,1.8,9
Rhett Ellison,NYG,TE,1.8,25
Jeremy Sprinkle,WAS,TE,1.8,3
Blake Bell,KAN,TE,1.7,23
Gerald Everett,LAR,TE,1.7,5
Marquise Goodwin,SFO,WR,1.7,32
Dwayne Harris,OAK,WR/RS,1.7,32
Donte Moncrief,PIT,WR,3.7,1
Dante Pettis,SFO,WR,1.7,32
Adam Shaheen,CHI,TE,1.6,19
Miles Boykin,BAL,WR,7.5,31
Charles Clay,ARI,TE,1.5,13
DaeSean Hamilton,DEN,WR,2.5,25
Adam Humphries,TEN,WR,1.5,7
Dontrelle Inman,LAC,WR,1.5,23
Virgil Green,LAC,TE,1.4,15
Mo Alie-Cox,IND,TE,1.3,9
Ryan Izzo,NWE,TE,1.3,14
Darwin Thompson,KAN,RB,1.3,31
Dawson Knox,BUF,TE,1.1,4
Patrick Ricard,BAL,FB/DL,7.1,4
Nick Bawden,DET,RB,1.0,20
Demarcus Robinson,KAN,WR,1.0,12
DeAndre Carter,HOU,WR,0.9,28
Josh Hill,NOR,TE,0.8,24
Jakeem Grant,MIA,WR,-1.3,15
Quincy Enunwa,NYJ,WR,-1.4,3
Maurkice Pouncey,PIT,C,0.0,3
Jamal Agnew,DET,CB,-2.0,3
