Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Lamar Jackson,BAL,QB,33.56,31
Dak Prescott,DAL,QB,33.4,30
Robert Griffin,BAL,QB,7.1,31
Patrick Mahomes,KAN,QB,27.32,21
Kirk Cousins,MIN,QB,14.32,21
Russell Wilson,SEA,QB,16.6,25
Marcus Mariota,TEN,QB,24.32,20
Nick Foles,JAX,QB,7.0,14
Tom Brady,NWE,QB,25.64,5
Gardner Minshew,JAX,QB,17.6,14
Philip Rivers,LAC,QB,23.92,19
Derek Carr,OAK,QB,14.56,7
Carson Wentz,PHI,QB,25.02,7
Jacoby Brissett,IND,QB,16.5,6
Julian Edelman,NWE,WR,16.38,8
Case Keenum,WAS,QB,27.2,15
Deshaun Watson,HOU,QB,30.72,22
Matthew Stafford,DET,QB,27.6,32
Andy Dalton,CIN,QB,20.72,16
Drew Brees,NOR,QB,20.8,28
Joe Flacco,DEN,QB,14.82,29
Eli Manning,NYG,QB,14.84,13
Aaron Rodgers,GNB,QB,12.92,8
Matt Ryan,ATL,QB,18.56,10
Sam Darnold,NYJ,QB,11.0,3
Daniel Jones,NYG,QB,-0.82,13
Jimmy Garoppolo,SFO,QB,8.44,24
Kyler Murray,ARI,QB,19.62,26
Cam Newton,CAR,QB,5.36,12
Josh Allen,BUF,QB,15.96,18
Jared Goff,LAR,QB,9.44,11
Ryan Fitzpatrick,MIA,QB,10.2,2
Ben Roethlisberger,PIT,QB,9.74,1
Baker Mayfield,CLE,QB,9.4,17
Mitchell Trubisky,CHI,QB,8.22,4
Jameis Winston,TAM,QB,7.06,9
Matt Moore,KAN,QB,-0.1,21
Josh Rosen,MIA,QB,-1.8,2
Marlon Mack,IND,RB,23.4,21
Christian McCaffrey,CAR,RB,42.9,19
Saquon Barkley,NYG,RB,17.9,13
Dalvin Cook,MIN,RB,26.0,13
Mark Ingram,BAL,RB,22.7,27
Todd Gurley,LAR,RB,11.1,32
Alvin Kamara,NOR,RB,23.9,23
Josh Jacobs,OAK,RB,24.3,9
Derrick Henry,TEN,RB,28.9,25
Carlos Hyde,HOU,RB,9.5,4
David Johnson,ARI,RB,25.7,30
LeSean McCoy,KAN,RB,10.3,31
Nick Chubb,CLE,RB,11.5,17
Ronald Jones,TAM,RB,10.3,3
Devin Singletary,BUF,RB,14.8,10
Leonard Fournette,JAX,RB,11.4,26
Le'Veon Bell,NYJ,RB,21.2,14
Anthony Levine,BAL,DB/LB,6.0,14
Austin Ekeler,LAC,RB,39.4,6
Justin Jackson,LAC,RB,7.1,6
Duke Johnson,HOU,RB,13.0,4
Gus Edwards,BAL,RB,5.6,27
Royce Freeman,DEN,RB,7.1,22
Malcolm Brown,LAR,RB,17.3,32
Ezekiel Elliott,DAL,RB,13.3,15
Kerryon Johnson,DET,RB,8.2,20
Alexander Mattison,MIN,RB,4.9,20
Darren Sproles,PHI,RB,9.3,20
Chris Carson,SEA,RB,24.0,28
Rex Burkhead,NWE,RB,13.5,5
Jordan Howard,PHI,RB,7.5,5
Phillip Lindsay,DEN,RB,10.6,22
Latavius Murray,NOR,RB,12.7,23
Raheem Mostert,SFO,RB,5.0,2
Aaron Jones,GNB,RB,4.9,16
Matt Breida,SFO,RB,3.7,2
C.J. Anderson,DET,RB,3.5,20
