Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Nate Sudfeld,PHI,QB,4.68,22
Matt Prater,DET,K,4.32,22
Tom Brady,NWE,QB,26.0,26
Mohamed Sanu,ATL,WR,20.4,26
Jameis Winston,TAM,QB,30.1,26
Jared Goff,LAR,QB,23.96,25
Dak Prescott,DAL,QB,31.48,10
Kenny Stills,MIA,WR,9.82,5
Josh Allen,BUF,QB,40.46,16
Kyle Allen,CAR,QB,25.02,30
Patrick Mahomes,KAN,QB,17.34,24
Andrew Luck,IND,QB,23.1,5
Garrett Gilbert,CAR,QB,1.6,30
Matthew Stafford,DET,QB,18.44,18
Matt Ryan,ATL,QB,29.32,28
Nick Foles,PHI,QB,15.24,28
Chad Henne,KAN,QB,1.46,24
Tress Way,WAS,P,0.28,24
Sean Mannion,LAR,QB,0.12,25
Deshaun Watson,HOU,QB,21.96,7
Nick Mullens,SFO,QB,17.08,11
Eli Manning,NYG,QB,16.24,8
Mitchell Trubisky,CHI,QB,8.12,4
Ben Roethlisberger,PIT,QB,13.78,32
Lamar Jackson,BAL,QB,26.16,15
Case Keenum,DEN,QB,12.48,13
Kirk Cousins,MIN,QB,9.98,3
Baker Mayfield,CLE,QB,21.04,2
Russell Wilson,SEA,QB,7.88,6
Sam Darnold,NYJ,QB,7.48,20
Josh Rosen,ARI,QB,5.96,14
Teddy Bridgewater,NOR,QB,7.92,23
Aaron Rodgers,GNB,QB,1.04,21
Derek Carr,OAK,QB,1.4,31
Philip Rivers,LAC,QB,7.04,9
Blaine Gabbert,TEN,QB,6.6,12
Jeff Driskel,CIN,QB,5.1,22
Blake Bortles,JAX,QB,3.78,19
DeShone Kizer,GNB,QB,7.28,21
Ryan Tannehill,MIA,QB,8.08,1
Josh Johnson,WAS,QB,2.04,27
C.J. Anderson,LAR,RB,24.4,20
Chris Carson,SEA,RB,19.9,32
Marlon Mack,IND,RB,18.8,4
Kenneth Dixon,BAL,RB,12.9,22
Alfred Morris,SFO,RB,18.5,15
Saquon Barkley,NYG,RB,24.2,6
Jordan Howard,CHI,RB,24.4,9
Dwayne Washington,NOR,RB,10.8,7
Joe Mixon,CIN,RB,11.7,10
Doug Martin,OAK,RB,9.1,30
Derrick Henry,TEN,RB,11.6,11
Zach Zenner,DET,RB,19.3,19
Gus Edwards,BAL,RB,7.6,22
Peyton Barber,TAM,RB,7.8,22
James Conner,PIT,RB,12.4,31
David Johnson,ARI,RB,9.8,18
Royce Freeman,DEN,RB,18.3,23
Austin Ekeler,LAC,RB,11.8,17
Cameron Artis-Payne,CAR,RB,13.8,3
Lamar Miller,HOU,RB,13.6,5
Wendell Smallwood,PHI,RB,11.7,5
Damien Williams,KAN,RB,12.9,26
Josh Adams,PHI,RB,11.3,26
Sony Michel,NWE,RB,5.0,16
Kalen Ballage,MIA,RB,3.8,24
Tevin Coleman,ATL,RB,12.4,27
Chris Ivory,BUF,RB,10.1,29
Mike Davis,SEA,RB,13.6,32
Kenyan Drake,MIA,RB,14.5,24
Melvin Gordon,LAC,RB,9.6,17
Elijah McGuire,NYJ,RB,6.5,13
Dalvin Cook,MIN,RB,10.0,1
Rod Smith,DAL,RB,12.9,25
Darrel Williams,KAN,RB,3.1,26
Brian Hill,ATL,RB,4.9,27
John Kelly,LAR,RB,5.8,20
DeAndre Washington,OAK,RB,3.0,30
James White,NWE,RB,16.9,16
Mark Ingram,NOR,RB,6.3,7
LeSean McCoy,BUF,RB,12.4,29
Jeremy Langford,ATL,RB,2.5,27
Nick Chubb,CLE,RB,4.0,2
Tarik Cohen,CHI,RB,11.2,9
Julian Edelman,NWE,WR,20.3,31
Theo Riddick,DET,RB,2.4,19
Darren Sproles,PHI,RB,5.6,19
Wayne Gallman,NYG,RB,10.0,6
Duke Johnson,CLE,RB,3.4,2
De'Angelo Henderson,NYJ,RB,-0.1,13
Zach Line,NOR,RB,1.9,7
Christian McCaffrey,CAR,RB,5.0,3
Latavius Murray,MIN,RB,1.8,1
Jordan Wilkins,IND,RB,3.3,4
Travaris Cadet,CAR,RB,3.2,3
Trenton Cannon,NYJ,RB,1.6,13
Phillip Dorsett,NWE,WR,16.0,31
Darius Jackson,DAL,RB,1.6,25
LeGarrette Blount,DET,RB,1.5,19
Tyreek Hill,KAN,WR,28.6,19
Devontae Booker,DEN,RB,8.4,23
Rex Burkhead,NWE,RB,10.2,16
Chase Edmonds,ARI,RB,3.8,18
Benny Cunningham,CHI,RB,1.3,9
Carlos Hyde,JAX,RB,3.9,8
Ty Montgomery,BAL,WR,3.2,15
Alfred Blue,HOU,RB,4.4,5
Travis Benjamin,LAC,WR,1.1,11
Taysom Hill,NOR,TE,8.4,28
Justin Jackson,LAC,RB,1.0,17
Chris Thompson,WAS,RB,7.4,14
Ed Dickson,SEA,TE,0.9,4
Kyle Juszczyk,SFO,RB,1.4,15
Sterling Shepard,NYG,WR,11.6,6
Chad Williams,ARI,WR,11.0,16
Jeff Wilson,SFO,RB,0.9,15
Derek Watt,LAC,RB,0.8,17
Giovani Bernard,CIN,RB,3.5,10
Anthony Miller,CHI,WR,0.7,3
Samaje Perine,WAS,RB,0.7,14
Tommylee Lewis,NOR,WR,2.8,27
Rashaad Penny,SEA,RB,0.6,32
Breshad Perriman,CLE,WR,14.0,1
Nyheim Hines,IND,RB,5.9,4
Jamaal Williams,GNB,RB,5.0,21
Tyler Lockett,SEA,WR,14.9,12
Jacquizz Rodgers,TAM,RB,1.5,12
Kapri Bibbs,GNB,RB,4.5,21
Jaylen Samuels,PIT,RB,11.2,31
David Williams,JAX,RB,0.2,8
Alex Armah,CAR,RB,1.6,3
Jalen Richard,OAK,RB,3.8,30
Robert Woods,LAR,WR,4.5,29
Adrian Peterson,WAS,RB,0.0,14
Maxx Williams,BAL,TE,0.0,26
Adam Thielen,MIN,WR,6.7,10
Geno Smith,LAC,QB,-2.2,9
Charcandrick West,KAN,RB,-0.2,26
Brian Hoyer,NWE,QB,-0.3,26
Seth Roberts,OAK,WR,7.7,24
Eli Rogers,PIT,WR,12.3,20
Mike Williams,LAC,WR,16.4,11
George Kittle,SFO,TE,29.9,18
DeAndre Hopkins,HOU,WR,26.7,2
Julio Jones,ATL,WR,28.8,26
Blake Jarwin,DAL,TE,36.9,14
Chris Godwin,TAM,WR,29.4,14
Mike Evans,TAM,WR,28.6,14
Brandon Powell,DET,WR,16.3,28
Jarvis Landry,CLE,WR,21.2,1
Cole Beasley,DAL,WR,21.4,7
Zay Jones,BUF,WR,27.3,14
Demarcus Robinson,KAN,WR,15.9,19
Rashard Higgins,CLE,WR,12.6,1
Evan Engram,NYG,TE,19.1,19
D.J. Moore,CAR,WR,12.1,32
Antonio Callaway,CLE,WR,17.9,1
Jordy Nelson,OAK,WR,16.8,24
Dontrelle Inman,IND,WR,18.7,21
Deontay Burnett,NYJ,WR,12.3,13
Cody Latimer,NYG,WR,17.2,6
Curtis Samuel,CAR,WR,15.2,32
Austin Hooper,ATL,TE,11.7,22
Adam Humphries,TAM,WR,11.6,22
Keenan Allen,LAC,WR,10.4,11
Chris Hogan,NWE,WR,12.4,31
James Washington,PIT,WR,9.4,20
Alex Erickson,CIN,WR,12.3,17
Brandin Cooks,LAR,WR,23.2,29
Travis Kelce,KAN,TE,11.2,30
David Njoku,CLE,TE,9.2,15
Taylor Gabriel,CHI,WR,10.1,3
T.Y. Hilton,IND,WR,8.1,21
Ian Thomas,CAR,TE,17.1,6
Eric Ebron,IND,TE,16.0,1
Kendrick Bourne,SFO,WR,16.9,22
Alshon Jeffery,PHI,WR,16.9,22
Josh Reynolds,LAR,WR,21.5,29
Mark Andrews,BAL,TE,9.4,26
Michael Gallup,DAL,WR,8.0,7
Andy Jones,DET,WR,11.0,28
DaeSean Hamilton,DEN,WR,9.9,8
Allen Hurns,DAL,WR,5.9,7
Corey Davis,TEN,WR,9.8,4
Tim Patrick,DEN,WR,6.8,8
Stefon Diggs,MIN,WR,18.7,10
Keelan Cole,JAX,WR,8.5,9
River Cracraft,DEN,WR,3.4,8
Hayden Hurst,BAL,TE,6.3,26
Levine Toilolo,DET,TE,14.3,12
Marquez Valdes-Scantling,GNB,WR,7.3,18
Nelson Agholor,PHI,WR,21.0,18
T.J. Jones,DET,WR,19.0,28
Cameron Brate,TAM,TE,5.9,28
Vance McDonald,PIT,TE,6.9,29
JuJu Smith-Schuster,PIT,WR,14.7,20
Larry Fitzgerald,ARI,WR,13.6,16
Tyler Higbee,LAR,TE,4.6,7
Trey Burton,CHI,TE,8.3,8
DeAndre Carter,HOU,WR,5.3,2
Josh Doctson,WAS,WR,5.3,30
Matt LaCosse,DEN,TE,8.3,16
Golden Tate,PHI,WR,7.3,16
Jason Croom,BUF,TE,5.2,24
Richie James,SFO,WR,12.2,22
Calvin Ridley,ATL,WR,14.2,26
Chester Rogers,IND,WR,6.2,21
Javon Wims,CHI,WR,7.2,3
Amari Cooper,DAL,WR,6.1,7
Andy Janovich,DEN,RB,11.0,23
Tre'Quan Smith,NOR,WR,12.0,27
John Phillips,ARI,TE,4.9,13
Michael Thomas,NOR,WR,7.9,27
Ben Watson,NOR,TE,4.9,28
Jared Cook,OAK,TE,5.8,32
Andre Roberts,NYJ,WR,5.8,13
Vyncint Smith,HOU,WR,5.8,2
Doug Baldwin,SEA,WR,4.7,12
Randall Cobb,GNB,WR,3.7,18
Dallas Goedert,PHI,TE,5.7,18
Danny Amendola,MIA,WR,6.6,5
MyCole Pruitt,TEN,TE,4.6,23
James O'Shaughnessy,JAX,TE,5.5,31
Willie Snead,BAL,WR,3.5,15
Courtland Sutton,DEN,WR,3.5,8
Robby Anderson,NYJ,WR,5.4,13
Rob Gronkowski,NWE,TE,4.4,3
Dion Lewis,TEN,RB,5.3,11
Trent Sherfield,ARI,WR,4.3,16
Darren Waller,OAK,TE,5.3,32
Tyrell Williams,LAC,WR,4.3,11
Gehrig Dieter,KAN,WR,3.2,19
Luke Stocker,TEN,TE,9.2,23
Kevin White,CHI,WR,3.2,3
Mo Alie-Cox,IND,TE,3.1,1
Robert Foster,BUF,WR,12.1,14
Bennie Fowler,NYG,WR,5.1,6
Jimmy Graham,GNB,TE,5.1,17
