Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Marcus Mariota,TEN,QB,22.92,19
Baker Mayfield,CLE,QB,25.92,32
Philip Rivers,LAC,QB,20.66,6
Deshaun Watson,HOU,QB,29.4,5
Kirk Cousins,MIN,QB,27.38,18
Russell Wilson,SEA,QB,21.96,23
Dak Prescott,DAL,QB,27.36,23
Ryan Tannehill,MIA,QB,17.56,12
Chris Boswell,PIT,K,4.08,12
Jameis Winston,TAM,QB,22.88,25
Tom Brady,NWE,QB,19.22,26
Drew Brees,NOR,QB,20.44,26
Cam Newton,CAR,QB,22.54,14
Andrew Luck,IND,QB,23.62,16
Carson Wentz,PHI,QB,13.24,10
Chase Daniel,CHI,QB,19.4,21
Matt Ryan,ATL,QB,20.68,30
Anthony Miller,CHI,WR,7.42,18
Case Keenum,DEN,QB,15.58,22
Aaron Rodgers,GNB,QB,11.92,4
Eli Manning,NYG,QB,13.88,27
Josh Allen,BUF,QB,26.3,7
Ben Roethlisberger,PIT,QB,20.28,9
Jeff Driskel,CIN,QB,17.1,15
Jacoby Brissett,IND,QB,0.16,16
Derek Carr,OAK,QB,9.76,2
Josh McCown,NYJ,QB,15.54,20
Josh Rosen,ARI,QB,6.1,13
Andy Dalton,CIN,QB,8.1,15
Colt McCoy,WAS,QB,15.52,8
Matthew Stafford,DET,QB,5.44,3
Nick Mullens,SFO,QB,8.74,28
Lamar Jackson,BAL,QB,20.22,24
Blake Bortles,JAX,QB,8.98,1
Antonio Brown,PIT,WR,15.7,11
Geno Smith,LAC,QB,0.7,6
Lamar Miller,HOU,RB,23.7,4
Sony Michel,NWE,RB,22.5,16
Christian McCaffrey,CAR,RB,46.7,18
Ezekiel Elliott,DAL,RB,25.3,18
Gus Edwards,BAL,RB,11.8,26
Phillip Lindsay,DEN,RB,17.0,10
Matt Breida,SFO,RB,17.0,27
Saquon Barkley,NYG,RB,33.2,14
Leonard Fournette,JAX,RB,25.8,24
Alvin Kamara,NOR,RB,10.8,24
Joe Mixon,CIN,RB,22.5,22
LeGarrette Blount,DET,RB,23.3,1
Marlon Mack,IND,RB,11.6,29
Josh Adams,PHI,RB,14.4,25
Nick Chubb,CLE,RB,27.8,31
James White,NWE,RB,8.8,16
Aaron Jones,GNB,RB,18.3,9
Frank Gore,MIA,RB,8.7,11
David Johnson,ARI,RB,9.9,23
Melvin Gordon,LAC,RB,20.6,32
Justin Jackson,LAC,RB,5.7,32
Chris Carson,SEA,RB,14.3,7
James Conner,PIT,RB,11.5,17
Mark Ingram,NOR,RB,8.6,17
Doug Martin,OAK,RB,16.2,2
Ty Montgomery,BAL,WR,9.4,19
Alfred Blue,HOU,RB,7.2,4
Peyton Barber,TAM,RB,14.3,20
LeSean McCoy,BUF,RB,6.3,5
Corey Clement,PHI,RB,9.6,25
Dede Westbrook,JAX,WR,17.7,5
Corey Davis,TEN,WR,23.5,9
Austin Ekeler,LAC,RB,26.3,32
Adrian Peterson,WAS,RB,6.4,6
Carlos Hyde,JAX,RB,3.3,24
Latavius Murray,MIN,RB,3.3,19
Jeff Wilson,SFO,RB,5.1,27
Kenyan Drake,MIA,RB,26.6,11
Jacquizz Rodgers,TAM,RB,10.2,20
Isaiah Crowell,NYJ,RB,9.0,13
Derrick Henry,TEN,RB,4.9,8
