Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Brandon Bolden,MIA,RB,6.3,5
LeSean McCoy,BUF,RB,4.9,13
Allen Robinson,CHI,WR,13.4,29
Taylor Gabriel,CHI,WR,6.6,29
Cameron Artis-Payne,CAR,RB,3.0,29
John Ross,CIN,WR,8.0,15
Travis Benjamin,LAC,WR,2.7,1
Clayton Fejedelem,CIN,S,0.6,1
J.D. McKissic,SEA,RB,0.6,30
Corey Coleman,NYG,WR,0.5,4
Dion Lewis,TEN,RB,5.5,4
Trenton Cannon,NYJ,RB,1.9,19
DeSean Jackson,TAM,WR,3.8,6
Rontez Miles,NYJ,S,0.4,6
Anthony Miller,CHI,WR,11.8,29
Roosevelt Nix,PIT,RB,0.4,3
Stevan Ridley,PIT,RB,-1.6,3
Mike Williams,LAC,WR,2.1,1
Wendell Smallwood,PHI,RB,6.7,8
Adam Thielen,MIN,WR,13.3,18
Nyheim Hines,IND,RB,14.3,25
Darius Jennings,TEN,WR,6.1,25
Jacquizz Rodgers,TAM,RB,18.7,6
Corey Davis,TEN,WR,7.6,6
C.J. Ham,MIN,TE,0.1,17
Taquan Mizzell,CHI,RB,4.8,20
Charcandrick West,KAN,RB,11.8,18
D'Onta Foreman,HOU,RB,10.7,14
Justin Jackson,LAC,RB,11.6,2
DeAndre Washington,OAK,RB,-0.1,17
Danny Amendola,MIA,WR,6.8,2
Sean Mannion,LAR,QB,-0.2,6
Theo Riddick,DET,RB,4.5,9
Sterling Shepard,NYG,WR,17.0,4
Tim Patrick,DEN,WR,6.7,19
Rod Smith,DAL,RB,-0.7,27
Antonio Brown,PIT,WR,44.5,32
Robby Anderson,NYJ,WR,29.0,28
T.Y. Hilton,IND,WR,20.8,7
Doug Baldwin,SEA,WR,25.6,24
Kyle Rudolph,MIN,TE,33.2,17
Nelson Agholor,PHI,WR,22.6,9
JuJu Smith-Schuster,PIT,WR,20.5,32
Zach Ertz,PHI,TE,35.0,31
Michael Thomas,NOR,WR,27.9,17
DeAndre Hopkins,HOU,WR,19.4,30
Tyler Lockett,SEA,WR,13.9,24
Equanimeous St. Brown,GNB,WR,14.4,31
Mike Evans,TAM,WR,21.0,6
Calvin Ridley,ATL,WR,18.0,27
Mark Andrews,BAL,TE,16.3,16
Chris Herndon,NYJ,TE,20.2,12
Alshon Jeffery,PHI,WR,11.2,9
Adam Humphries,TAM,WR,17.9,6
Jamison Crowder,WAS,WR,12.8,21
Breshad Perriman,CLE,WR,9.6,20
Jordy Nelson,OAK,WR,14.5,11
Marquez Valdes-Scantling,GNB,WR,12.5,31
Ted Ginn,NOR,WR,12.4,17
George Kittle,SFO,TE,14.4,10
Kendrick Bourne,SFO,WR,11.3,10
David Njoku,CLE,TE,16.3,29
Davante Adams,GNB,WR,24.1,31
Julian Edelman,NWE,WR,19.0,5
Jarius Wright,CAR,WR,11.9,5
Jake Kumerow,GNB,WR,15.8,31
Zay Jones,BUF,WR,17.7,13
Courtland Sutton,DEN,WR,18.5,19
Taywan Taylor,TEN,WR,9.4,19
Trent Sherfield,ARI,WR,12.2,22
DeAndre Carter,HOU,WR,12.1,30
Rashard Higgins,CLE,WR,18.0,20
Keenan Allen,LAC,WR,10.8,1
Kenny Golladay,DET,WR,11.8,3
Jason Croom,BUF,TE,7.5,21
Jermaine Kearse,NYJ,WR,9.5,28
Chris Conley,KAN,WR,6.4,16
Travis Kelce,KAN,TE,10.4,13
Chester Rogers,IND,WR,18.4,7
Michael Gallup,DAL,WR,14.3,26
Robert Foster,BUF,WR,9.2,13
Cole Beasley,DAL,WR,10.0,26
Vance McDonald,PIT,TE,5.9,6
C.J. Uzomah,CIN,TE,14.9,26
Ian Thomas,CAR,TE,14.8,26
Dontrelle Inman,IND,WR,14.6,7
Josh Reynolds,LAR,WR,6.4,12
Donte Moncrief,JAX,WR,8.3,14
T.J. Jones,DET,WR,10.2,3
Zach Pascal,IND,WR,8.1,7
Curtis Samuel,CAR,WR,11.1,7
DaeSean Hamilton,DEN,WR,16.0,19
Chris Godwin,TAM,WR,6.9,6
Demaryius Thomas,HOU,WR,6.7,30
Cody Core,CIN,WR,5.6,15
Austin Hooper,ATL,TE,5.6,28
Alex Erickson,CIN,WR,5.5,15
Keith Kirkwood,NOR,WR,5.5,17
Vyncint Smith,HOU,WR,10.5,30
Jimmy Graham,GNB,TE,6.4,3
Jordan Akins,HOU,TE,5.3,5
Trey Burton,CHI,TE,8.0,7
Josh Doctson,WAS,WR,6.0,21
Dallas Goedert,PHI,TE,6.0,31
Marquise Goodwin,SFO,WR,5.9,10
MyCole Pruitt,TEN,TE,10.9,10
Eric Ebron,IND,TE,5.8,14
Julio Jones,ATL,WR,12.8,27
Bobo Wilson,TAM,WR,4.8,6
John Brown,BAL,WR,4.7,8
Bennie Fowler,NYG,WR,3.6,4
Lance Kendricks,GNB,TE,4.6,3
Devin Funchess,CAR,WR,4.3,3
Trent Taylor,SFO,WR,3.3,10
Rashad Greene,JAX,WR,4.2,14
Jeremy Sprinkle,WAS,TE,4.2,1
Antonio Gates,LAC,TE,3.1,15
Dante Pettis,SFO,WR,5.1,10
Jared Cook,OAK,TE,4.0,27
Amari Cooper,DAL,WR,6.0,26
Michael Crabtree,BAL,WR,3.0,8
Ed Dickson,SEA,TE,10.9,32
D.J. Moore,CAR,WR,3.9,32
Torrey Smith,CAR,WR,2.9,32
Ben Braunecker,CHI,TE,2.8,7
Rhett Ellison,NYG,TE,3.8,23
Darren Fells,CLE,TE,10.8,29
Hayden Hurst,BAL,TE,2.8,16
Ryan Switzer,PIT,WR,4.8,32
Demarcus Robinson,KAN,WR,9.7,16
Anthony Firkser,TEN,TE,3.6,16
Tyler Higbee,LAR,TE,2.6,4
Scott Simonson,NYG,TE,10.6,23
Levine Toilolo,DET,TE,2.6,8
Nick Boyle,BAL,TE,3.5,16
Ryan Griffin,HOU,TE,3.5,5
Dontrell Hilliard,CLE,RB,2.5,31
Jalen Tolliver,ARI,WR,2.5,22
Seth Roberts,OAK,WR,3.4,11
Jordan Matthews,PHI,WR,3.3,9
DeVante Parker,MIA,WR,3.3,2
Golden Tate,PHI,WR,3.3,9
Virgil Green,LAC,TE,3.2,15
Andy Jones,DET,WR,2.2,3
Tyrell Williams,LAC,WR,2.2,1
Andy Janovich,DEN,RB,2.1,26
Tre'Quan Smith,NOR,WR,2.1,17
Deonte Thompson,BUF,WR,2.1,13
Robert Tonyan,GNB,TE,2.1,3
Nick Vannett,SEA,TE,9.1,32
Stefon Diggs,MIN,WR,9.0,18
Cody Latimer,NYG,WR,2.0,4
Brian Parker,DEN,TE,3.0,30
Jaron Brown,SEA,WR,1.9,24
Jordan Leggett,NYJ,TE,1.9,12
John Phillips,ARI,TE,1.9,18
Brandon Powell,DET,WR,1.9,3
Durham Smythe,MIA,TE,1.9,20
Cameron Brate,TAM,TE,2.8,19
Blake Jarwin,DAL,TE,2.8,22
Isaiah McKenzie,BUF,WR,1.8,13
Chris Moore,BAL,WR,1.8,8
Darren Waller,OAK,TE,2.8,27
Tommy Bohanon,JAX,RB,1.7,29
Michael Floyd,WAS,WR,7.7,21
David Moore,SEA,WR,1.7,24
Richard Rodgers,PHI,TE,1.7,31
Chad Williams,ARI,WR,1.7,22
Josh Bellamy,CHI,WR,1.6,29
Noah Brown,DAL,WR,1.6,26
Ben Watson,NOR,TE,1.6,25
Mike Gesicki,MIA,TE,1.5,20
Ryan Grant,IND,WR,1.5,7
Elijhaa Penny,NYG,RB,1.5,11
Kenny Stills,MIA,WR,1.5,2
Richie James,SFO,WR,1.4,10
Ricky Ortiz,ATL,RB,1.4,7
Adam Shaheen,CHI,TE,1.4,7
Kenjon Barner,CAR,RB,1.3,7
Ricky Seals-Jones,ARI,TE,1.3,18
Eli Rogers,PIT,WR,1.2,32
Danny Vitale,GNB,RB,1.2,16
Seth Devalve,CLE,TE,1.1,29
Josh Hill,NOR,TE,2.1,25
Keith Smith,OAK,RB,1.1,17
Giovani Bernard,CIN,RB,2.0,22
Tremon Smith,KAN,CB,0.0,22
Tramon Williams,GNB,S,0.0,22
Melvin Ingram,LAC,DE,0.0,22
Jamal Agnew,DET,CB,0.0,22
