Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Tyreek Hill,KAN,WR,22.5,1
Cameron Artis-Payne,CAR,RB,0.5,22
Isaiah Crowell,NYJ,RB,1.7,24
Stefon Diggs,MIN,WR,12.1,16
Brian Hill,ATL,RB,0.5,19
Jarius Wright,CAR,WR,7.1,15
Zach Line,NOR,RB,7.5,27
Byron Marshall,WAS,RB,4.7,25
Alfred Morris,SFO,RB,1.7,17
Latavius Murray,MIN,RB,0.4,18
Stevan Ridley,PIT,RB,6.4,26
Trenton Cannon,NYJ,RB,7.7,24
Andy Janovich,DEN,RB,0.3,20
Wendell Smallwood,PHI,RB,0.3,6
Rex Burkhead,NWE,RB,1.5,29
James Develin,NWE,RB,6.2,29
Anthony Sherman,KAN,RB,0.2,2
Darren Sproles,PHI,RB,12.6,6
Nyheim Hines,IND,RB,4.7,8
LeSean McCoy,BUF,RB,0.1,16
Taquan Mizzell,CHI,RB,0.1,15
Ty Montgomery,BAL,WR,1.2,24
Keenan Allen,LAC,WR,18.8,20
Alex Armah,CAR,RB,0.0,22
Corey Davis,TEN,WR,4.1,2
D.J. Moore,CAR,WR,11.7,15
DeShone Kizer,GNB,QB,-0.1,15
Courtland Sutton,DEN,WR,3.3,29
Marvin Hall,ATL,WR,-0.3,28
Tyler Lockett,SEA,WR,8.9,3
Jehu Chesson,WAS,WR,-0.4,7
Corey Clement,PHI,RB,-0.4,6
JJ Nelson,ARI,WR,6.8,18
Taysom Hill,NOR,QB,-0.6,28
Duke Johnson,CLE,RB,-0.6,7
Darrius Heyward-Bey,PIT,WR,-0.7,19
Amari Cooper,DAL,WR,49.7,30
George Kittle,SFO,TE,34.0,27
T.Y. Hilton,IND,WR,28.9,9
Kenny Stills,MIA,WR,27.5,13
JuJu Smith-Schuster,PIT,WR,33.0,19
Jared Cook,OAK,TE,18.6,25
Rob Gronkowski,NWE,TE,24.7,24
Julio Jones,ATL,WR,30.6,28
Robert Foster,BUF,WR,17.4,31
Michael Thomas,NOR,WR,20.8,26
Josh Gordon,NWE,WR,14.6,14
Dede Westbrook,JAX,WR,21.8,21
Jamison Crowder,WAS,WR,16.7,7
Julian Edelman,NWE,WR,23.6,14
Mike Evans,TAM,WR,12.6,32
Josh Doctson,WAS,WR,12.4,7
Davante Adams,GNB,WR,21.1,7
Breshad Perriman,CLE,WR,10.1,27
Ryan Griffin,HOU,TE,13.0,23
Curtis Samuel,CAR,WR,12.0,15
Evan Engram,NYG,TE,10.7,15
Travis Kelce,KAN,TE,20.7,15
Trent Sherfield,ARI,WR,12.7,18
Ian Thomas,CAR,TE,16.7,26
Robby Anderson,NYJ,WR,17.6,5
Seth Roberts,OAK,WR,12.6,17
Zach Pascal,IND,WR,17.8,9
Eric Ebron,IND,WR,16.5,9
Willie Snead,BAL,WR,11.1,24
Robert Woods,LAR,WR,13.1,10
Taywan Taylor,TEN,WR,11.9,2
Blake Jarwin,DAL,TE,12.6,5
Keelan Cole,JAX,WR,8.5,21
Larry Fitzgerald,ARI,WR,10.5,18
Mohamed Sanu,ATL,WR,11.4,28
Tyler Boyd,CIN,WR,8.2,8
Cordarrelle Patterson,NWE,WR,13.1,14
Alshon Jeffery,PHI,WR,17.0,6
Nelson Agholor,PHI,WR,6.9,6
Dante Pettis,SFO,WR,13.9,11
Jordy Nelson,OAK,WR,10.8,17
Demaryius Thomas,HOU,WR,8.8,4
DaeSean Hamilton,DEN,WR,17.7,29
Donte Moncrief,JAX,TE,9.7,1
Marcell Ateman,OAK,WR,7.5,17
Mike Williams,LAC,WR,7.5,20
Dallas Goedert,PHI,TE,14.4,19
Randall Cobb,GNB,WR,15.3,19
Corey Coleman,NYG,WR,6.3,19
Adam Humphries,TAM,WR,8.2,32
Allen Robinson,CHI,WR,9.2,22
Demarcus Robinson,KAN,WR,9.2,1
Jordan Akins,HOU,TE,6.0,23
Zach Ertz,PHI,TE,8.8,19
Austin Hooper,ATL,TE,7.7,12
Vance McDonald,PIT,TE,7.7,30
Dalton Schultz,DAL,TE,6.7,5
C.J. Uzomah,CIN,TE,6.7,16
DeAndre Hopkins,HOU,WR,13.6,4
Josh Reynolds,LAR,WR,6.6,10
Chester Rogers,IND,WR,8.6,9
Antonio Brown,PIT,WR,8.5,19
David Njoku,CLE,TE,6.5,28
Michael Crabtree,BAL,WR,6.1,24
Vernon Davis,WAS,TE,7.1,14
Ricky Seals-Jones,ARI,TE,6.1,17
Jordan Thomas,HOU,TE,7.1,23
Cody Core,CIN,WR,6.0,8
Justin Hardy,ATL,WR,12.0,28
Derek Carrier,OAK,TE,10.9,25
Gerald Everett,LAR,TE,6.9,10
Demetrius Harris,KAN,TE,5.8,15
Jesse James,PIT,TE,4.8,30
Anthony Firkser,TEN,TE,5.7,20
Levine Toilolo,DET,TE,4.6,4
Michael Gallup,DAL,WR,6.4,30
Ben Watson,NOR,TE,5.4,22
John Brown,BAL,WR,10.3,24
Brice Butler,MIA,WR,9.3,13
Kendrick Bourne,SFO,WR,4.2,11
Trey Burton,CHI,TE,4.2,18
Brandin Cooks,LAR,WR,5.2,10
Quincy Enunwa,NYJ,WR,5.2,5
Taylor Gabriel,CHI,WR,5.2,22
Jalen Tolliver,ARI,WR,4.2,18
Kyle Juszczyk,SFO,RB,4.1,17
Keith Kirkwood,NOR,WR,4.1,26
Marquise Goodwin,SFO,WR,4.0,11
Dontrell Hilliard,CLE,RB,4.0,7
Tommylee Lewis,NOR,WR,3.0,26
Antonio Gates,LAC,TE,3.9,29
Rashard Higgins,CLE,WR,1.9,27
Marquez Valdes-Scantling,GNB,WR,3.9,27
Cole Beasley,DAL,WR,3.8,30
DeVante Parker,MIA,WR,2.8,13
Bruce Ellington,DET,WR,5.7,12
Sterling Shepard,NYG,WR,9.7,12
Blake Bell,JAX,TE,3.6,1
Laquon Treadwell,MIN,WR,4.6,16
Ryan Grant,IND,WR,2.5,9
Eric Saubert,ATL,TE,3.5,12
Chris Herndon,NYJ,TE,2.4,2
Deonte Thompson,BUF,WR,2.4,31
Tyrell Williams,LAC,WR,4.4,20
Chris Conley,KAN,WR,3.3,1
Chris Godwin,TAM,WR,2.3,32
Jimmy Graham,GNB,TE,3.3,32
Jordan Leggett,NYJ,TE,2.3,2
Joe Webb,HOU,QB,3.3,12
Antony Auclair,TAM,TE,2.2,6
Cameron Brate,TAM,TE,15.2,6
James O'Shaughnessy,JAX,TE,4.2,1
Equanimeous St. Brown,GNB,WR,3.2,1
Nick Vannett,SEA,TE,2.2,8
Travis Benjamin,LAC,WR,2.1,20
Devontae Booker,DEN,RB,3.1,20
Tyler Conklin,MIN,TE,2.1,13
John Ross,CIN,WR,9.1,8
Russell Shepard,NYG,WR,8.1,8
James Washington,PIT,WR,3.1,19
Danny Amendola,MIA,WR,2.0,13
Rashad Greene,JAX,WR,2.0,21
Jermaine Kearse,NYJ,WR,2.0,5
Calvin Ridley,ATL,WR,2.0,28
Maxx Williams,BAL,TE,8.0,32
Orson Charles,CLE,TE,1.9,28
George Fant,SEA,T,1.9,28
Tyler Higbee,LAR,TE,1.9,10
Allen Hurns,DAL,WR,1.9,30
MyCole Pruitt,TEN,TE,1.9,20
Darrel Williams,KAN,RB,1.8,2
Bobo Wilson,TAM,WR,1.8,32
Kyle Rudolph,MIN,TE,2.7,13
Luke Stocker,TEN,TE,1.7,20
Golden Tate,PHI,WR,1.7,6
Charles Clay,BUF,TE,1.6,3
Bennie Fowler,NYG,WR,7.6,3
Jordan Matthews,PHI,WR,1.6,6
Rishard Matthews,NYJ,WR,1.6,5
Trent Taylor,SFO,WR,1.6,11
Kenny Golladay,DET,WR,2.5,12
Andy Jones,DET,WR,1.5,12
Brian Parker,DEN,TE,1.5,7
Logan Thomas,BUF,TE,1.5,3
Ed Dickson,SEA,TE,1.4,8
Matt LaCosse,DEN,TE,1.3,7
Lee Smith,OAK,TE,7.3,25
Bradley Sowell,CHI,OL,7.2,25
Derek Watt,LAC,RB,1.2,31
Ryan Switzer,PIT,WR,1.1,19
Jaron Brown,SEA,WR,1.0,3
Antonio Callaway,CLE,WR,1.0,27
DeAndre Carter,HOU,WR,1.0,4
Rico Gathers,DAL,TE,0.9,5
Carlos Hyde,JAX,RB,0.7,4
Joe Staley,SFO,LT,0.5,4
Rontez Miles,NYJ,S,0.0,4
Richie James,SFO,WR,0.0,11
Joe Looney,DAL,C,0.0,11
Jaire Alexander,GNB,CB,0.0,11
Greg Stroman,WAS,CB,0.0,11
Cameron Batson,TEN,WR,0.0,2
Brendan Langley,DEN,CB,0.0,2
Andre Roberts,NYJ,WR,-2.0,5
