Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Theo Riddick,DET,RB,8.8,15
Nick Chubb,CLE,RB,16.2,8
Kenyan Drake,MIA,RB,12.4,24
Marquez Valdes-Scantling,GNB,WR,6.8,12
Corey Clement,PHI,RB,10.4,12
Mark Ingram,NOR,RB,4.8,6
Marlon Mack,IND,RB,4.3,5
James White,NWE,RB,18.8,9
Christian Kirk,ARI,WR,10.7,28
Ito Smith,ATL,RB,3.2,2
Darren Sproles,PHI,RB,8.2,2
Austin Ekeler,LAC,RB,9.3,10
Frank Gore,MIA,RB,4.1,24
D.J. Moore,CAR,WR,10.5,26
Rex Burkhead,NWE,RB,6.1,9
Elijah McGuire,NYJ,RB,2.5,4
Trenton Cannon,NYJ,RB,3.5,4
Andre Roberts,NYJ,WR,3.8,21
Wayne Gallman,NYG,RB,2.4,1
T.J. Yeldon,JAX,RB,13.5,11
Giovani Bernard,CIN,RB,10.6,17
Ty Montgomery,BAL,WR,10.5,17
Jamaal Williams,GNB,RB,6.7,32
Corey Davis,TEN,WR,14.4,31
Latavius Murray,MIN,RB,3.4,13
Robert Woods,LAR,WR,18.8,18
Brandon Bolden,MIA,RB,1.0,24
Mike Davis,SEA,RB,1.0,20
Tyler Lockett,SEA,WR,13.2,29
Mark Walton,CIN,RB,1.0,17
Malcolm Brown,LAR,RB,0.8,21
Tevin Coleman,ATL,RB,2.1,2
Curtis Samuel,CAR,WR,15.6,26
Taquan Mizzell,CHI,RB,4.3,25
Marcus Murphy,BUF,RB,0.7,29
DeAndre Washington,OAK,RB,-1.3,30
Zach Zenner,DET,RB,0.7,15
Matt Breida,SFO,RB,8.7,18
Cordarrelle Patterson,NWE,WR,7.9,3
James Develin,NWE,TE,14.4,8
Nyheim Hines,IND,RB,14.5,5
T.J. Logan,ARI,RB,0.5,19
Jaylen Samuels,PIT,RB,11.5,23
Devontae Booker,DEN,RB,6.2,31
Chris Ivory,BUF,RB,0.4,29
Kalen Ballage,MIA,RB,0.3,24
Chris Thompson,WAS,RB,5.1,14
Ronald Jones,TAM,RB,0.2,7
Zach Pascal,IND,WR,2.8,2
John Ross,CIN,WR,3.5,11
Rod Smith,DAL,RB,0.2,3
Travis Benjamin,LAC,WR,12.5,17
Akiem Hicks,CHI,DT,6.1,17
Alex Erickson,CIN,WR,-0.8,11
Blaine Gabbert,TEN,QB,-0.1,26
Dede Westbrook,JAX,WR,5.4,4
Dante Pettis,SFO,WR,29.7,16
Jamison Crowder,WAS,WR,7.1,30
Eric Ebron,IND,TE,15.2,20
Travis Kelce,KAN,TE,38.8,30
Antonio Brown,PIT,WR,31.4,8
Keenan Allen,LAC,WR,34.8,17
Taywan Taylor,TEN,WR,13.4,31
Jarvis Landry,CLE,WR,16.3,9
Chris Godwin,TAM,WR,21.1,27
Jared Cook,OAK,TE,23.0,32
Tyler Boyd,CIN,WR,15.7,11
Jordy Nelson,OAK,WR,19.7,24
Davante Adams,GNB,WR,23.3,12
DeAndre Hopkins,HOU,WR,16.1,15
Levine Toilolo,DET,TE,13.0,18
Courtland Sutton,DEN,WR,18.5,20
Golden Tate,PHI,WR,21.5,20
Antonio Callaway,CLE,WR,9.4,9
Zach Ertz,PHI,TE,17.3,9
Allen Robinson,CHI,WR,12.9,7
T.Y. Hilton,IND,WR,15.7,2
Amari Cooper,DAL,WR,13.6,32
Michael Gallup,DAL,WR,12.6,32
George Kittle,SFO,TE,13.0,13
Jaron Brown,SEA,WR,21.7,29
Zay Jones,BUF,WR,22.7,14
Brandin Cooks,LAR,WR,10.2,18
Rashard Higgins,CLE,WR,16.2,9
Adam Humphries,TAM,WR,19.1,27
Kendrick Bourne,SFO,WR,10.0,16
Russell Shepard,NYG,WR,13.9,10
Josh Gordon,NWE,WR,14.8,3
Nelson Agholor,PHI,WR,9.6,3
Mike Williams,LAC,WR,8.2,17
Josh Doctson,WAS,WR,8.1,30
Tajae Sharpe,TEN,WR,8.1,31
Kenny Golladay,DET,WR,8.0,22
Jimmy Graham,GNB,TE,13.0,4
Stefon Diggs,MIN,WR,9.9,13
JuJu Smith-Schuster,PIT,WR,10.9,8
Robby Anderson,NYJ,WR,8.8,21
Mike Evans,TAM,WR,8.8,27
Larry Fitzgerald,ARI,WR,7.8,28
Mark Andrews,BAL,TE,7.7,28
Isaiah McKenzie,BUF,WR,6.6,14
Ian Thomas,CAR,TE,9.6,22
Austin Hooper,ATL,TE,15.4,15
Jarius Wright,CAR,WR,6.4,26
DeVante Parker,MIA,WR,14.3,5
Rhett Ellison,NYG,TE,8.2,10
Anthony Firkser,TEN,TE,13.2,3
Dontrell Hilliard,CLE,RB,8.0,8
Donte Moncrief,JAX,TE,7.0,23
Michael Thomas,NOR,WR,9.0,6
Demetrius Harris,KAN,TE,12.9,30
Patrick DiMarco,BUF,RB,4.8,29
Demarcus Robinson,KAN,WR,4.8,19
Kyle Rudolph,MIN,TE,6.8,21
Aldrick Robinson,MIN,WR,8.7,13
Kenny Stills,MIA,WR,13.7,5
Cameron Brate,TAM,TE,6.6,28
Michael Crabtree,BAL,WR,6.6,28
C.J. Uzomah,CIN,TE,8.3,27
DeAndre Carter,HOU,WR,9.2,15
Demaryius Thomas,HOU,WR,6.2,15
Jordan Thomas,HOU,TE,12.2,26
Chris Herndon,NYJ,TE,5.1,1
Alshon Jeffery,PHI,WR,6.1,1
Cody Core,CIN,WR,10.0,11
Keith Kirkwood,NOR,WR,10.0,6
Jonnu Smith,TEN,TE,4.9,3
Vance McDonald,PIT,TE,6.8,16
Sterling Shepard,NYG,WR,6.8,10
Adam Thielen,MIN,WR,13.8,13
Robert Foster,BUF,WR,3.7,14
Rob Gronkowski,NWE,TE,5.6,8
Breshad Perriman,CLE,WR,4.6,9
Brice Butler,MIA,WR,6.5,5
Randall Cobb,GNB,WR,5.5,12
Chris Conley,KAN,WR,11.5,19
T.J. Jones,DET,WR,3.5,22
Seth Roberts,OAK,WR,5.5,24
Scott Simonson,NYG,TE,4.5,10
Doug Baldwin,SEA,WR,10.2,29
Calvin Ridley,ATL,WR,5.2,1
Chris Moore,BAL,WR,3.1,1
Jordan Reed,WAS,TE,6.1,5
Trent Sherfield,ARI,WR,3.1,28
Dan Arnold,NOR,TE,4.0,19
Kelvin Benjamin,BUF,WR,4.0,14
Chris Hogan,NWE,WR,4.0,3
Kyle Juszczyk,SFO,RB,5.0,18
Seth Devalve,CLE,TE,2.9,31
Tyler Higbee,LAR,TE,3.9,17
James O'Shaughnessy,JAX,TE,3.9,23
Josh Reynolds,LAR,WR,3.9,18
Emmanuel Sanders,DEN,WR,5.9,20
Julio Jones,ATL,WR,3.8,1
Jordan Leggett,NYJ,TE,3.8,1
Taylor Gabriel,CHI,WR,2.7,7
Marcell Ateman,OAK,WR,9.6,24
Keelan Cole,JAX,WR,3.6,4
Vernon Davis,WAS,TE,3.5,5
Dontrelle Inman,IND,WR,3.4,2
Tyrell Williams,LAC,WR,2.4,17
Jordan Akins,HOU,TE,2.3,26
Greg Olsen,CAR,TE,2.3,22
Laquon Treadwell,MIN,WR,3.3,13
Ryan Griffin,HOU,TE,2.2,26
Blake Jarwin,DAL,TE,2.2,6
Duke Johnson,CLE,RB,3.2,8
Deonte Thompson,BUF,WR,2.2,14
Taylor Decker,DET,LT,8.1,14
Bennie Fowler,NYG,WR,2.1,10
C.J. Ham,MIN,RB,3.1,13
Jake Kumerow,GNB,WR,2.1,12
Trent Taylor,SFO,WR,2.1,16
Devin Funchess,CAR,WR,8.0,26
Ricky Seals-Jones,ARI,TE,2.0,12
Cole Beasley,DAL,WR,2.9,32
Noah Brown,DAL,WR,1.9,32
Charles Clay,BUF,TE,1.9,24
Quincy Enunwa,NYJ,WR,2.9,21
Michael Floyd,WAS,WR,1.9,30
Dwayne Harris,OAK,WR,1.9,24
Matt Lengel,CIN,TE,1.9,27
Nick O'Leary,MIA,TE,1.9,2
Ryan Switzer,PIT,WR,2.9,8
Josh Bellamy,CHI,WR,1.8,7
David Njoku,CLE,TE,3.8,31
Willie Snead,BAL,WR,1.8,31
Luke Willson,DET,TE,1.8,18
Cameron Batson,TEN,WR,1.7,31
Nick Boyle,BAL,TE,1.7,31
Gerald Everett,LAR,TE,1.7,17
Russell Gage,ATL,WR,1.7,1
A.J. Green,CIN,WR,1.7,11
Jesse James,PIT,TE,1.7,16
Andy Janovich,DEN,RB,1.7,31
Dalton Schultz,DAL,TE,1.7,6
Adam Shaheen,CHI,TE,8.5,14
Robert Tonyan,GNB,TE,1.5,4
Jordan Matthews,PHI,WR,7.4,4
MyCole Pruitt,TEN,TE,1.4,3
Erik Swoope,IND,TE,1.4,20
Nick Vannett,SEA,TE,1.4,7
Alan Cross,TAM,TE,1.3,28
Damion Ratley,CLE,WR,1.2,9
Anthony Miller,CHI,WR,7.1,7
Lee Smith,OAK,TE,7.1,32
Malik Turner,SEA,WR,1.1,29
Jordan Wilkins,IND,RB,1.0,5
Weston Richburg,SFO,C,0.0,5
Richie James,SFO,WR,-2.0,16
Mason Cole,ARI,C,0.0,16
