Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Tom Brady,NWE,QB,30.78,11
Derek Carr,OAK,QB,21.2,28
Johnny Hekker,LAR,P,1.12,28
Matthew Stafford,DET,QB,13.18,32
Trevor Siemian,DEN,QB,22.64,22
Josh McCown,NYJ,QB,15.74,17
Alex Smith,KAN,QB,16.14,10
Philip Rivers,LAC,QB,17.24,20
Matt Ryan,ATL,QB,14.88,25
Ben Roethlisberger,PIT,QB,17.52,3
Jay Cutler,MIA,QB,13.1,4
Drew Brees,NOR,QB,22.24,27
Kirk Cousins,WAS,QB,11.86,9
Joe Flacco,BAL,QB,14.58,29
Jameis Winston,TAM,QB,12.46,7
Aaron Rodgers,GNB,QB,18.52,7
Eli Manning,NYG,QB,11.56,13
Jared Goff,LAR,QB,10.86,13
Cam Newton,CAR,QB,11.82,5
Carson Wentz,PHI,QB,24.82,24
Carson Palmer,ARI,QB,15.88,26
Russell Wilson,SEA,QB,15.32,31
Tyrod Taylor,BUF,QB,10.5,12
Marcus Mariota,TEN,QB,13.0,1
Kevin Hogan,CLE,QB,7.22,2
Andy Dalton,CIN,QB,9.46,30
Mike Glennon,CHI,QB,10.04,19
Deshaun Watson,HOU,QB,17.7,14
Dak Prescott,DAL,QB,15.92,15
Case Keenum,MIN,QB,6.68,6
Blake Bortles,JAX,QB,9.82,21
Jacoby Brissett,IND,QB,8.84,18
Brian Hoyer,SFO,QB,1.96,8
Ryan Fitzpatrick,TAM,QB,-0.2,7
Jarvis Landry,MIA,WR,20.1,6
Ryan Quigley,MIN,P,0.0,6
DeShone Kizer,CLE,QB,1.88,2
Carlos Hyde,SFO,RB,17.3,10
Jay Ajayi,MIA,RB,14.6,20
C.J. Anderson,DEN,RB,30.4,9
Chris Carson,SEA,RB,11.0,25
Derrick Henry,TEN,RB,15.2,13
Todd Gurley,LAR,RB,26.6,13
Le'Veon Bell,PIT,RB,13.1,1
Ameer Abdullah,DET,RB,8.6,24
Devonta Freeman,ATL,RB,24.0,21
Kareem Hunt,KAN,RB,25.9,2
Robert Kelley,WAS,RB,7.8,29
Chris Thompson,WAS,RB,25.6,29
Mike Gillislee,NWE,RB,12.9,15
Samaje Perine,WAS,RB,7.7,29
Jacquizz Rodgers,TAM,RB,12.7,6
Javorius Allen,BAL,RB,21.1,14
Dalvin Cook,MIN,RB,8.4,18
Lamar Miller,HOU,RB,11.7,30
Jalen Richard,OAK,RB,18.9,19
Cordarrelle Patterson,OAK,WR,13.3,21
Matt Forte,NYJ,RB,12.1,16
Mark Ingram,NOR,RB,11.6,17
Darren Sproles,PHI,RB,7.8,11
Peyton Barber,TAM,RB,4.7,6
Jamaal Charles,DEN,RB,6.2,9
Frank Gore,IND,RB,10.6,4
Marshawn Lynch,OAK,RB,11.9,19
Chris Johnson,ARI,RB,4.4,28
Tevin Coleman,ATL,RB,12.5,21
Alex Collins,BAL,RB,2.2,14
D'Onta Foreman,HOU,RB,4.0,30
Leonard Fournette,JAX,RB,14.1,8
Jonathan Stewart,CAR,RB,4.0,32
Isaiah Crowell,CLE,RB,3.7,22
Joe Mixon,CIN,RB,5.1,12
Matt Breida,SFO,RB,4.8,10
Ty Montgomery,GNB,RB,29.0,10
Branden Oliver,LAC,RB,3.1,27
Elijah McGuire,NYJ,RB,4.6,16
Shane Vereen,NYG,RB,8.5,31
