Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Mohamed Sanu,ATL,WR,20.44,31
Philip Rivers,LAC,QB,28.86,22
Jimmy Garoppolo,SFO,QB,5.12,8
Derek Carr,OAK,QB,15.82,15
Brett Hundley,GNB,QB,22.4,6
Case Keenum,MIN,QB,27.28,13
Sam Koch,BAL,P,0.88,13
Tom Brady,NWE,QB,20.68,20
Andy Dalton,CIN,QB,19.16,29
Matt Ryan,ATL,QB,16.78,19
Josh McCown,NYJ,QB,25.08,12
Carson Wentz,PHI,QB,23.98,7
Trevor Siemian,DEN,QB,14.86,17
Ben Roethlisberger,PIT,QB,28.54,25
Drew Brees,NOR,QB,14.34,9
Jared Goff,LAR,QB,19.86,11
Nick Foles,PHI,QB,-1.46,7
Tyrod Taylor,BUF,QB,14.02,24
Kirk Cousins,WAS,QB,16.08,32
Matthew Stafford,DET,QB,14.0,3
DeShone Kizer,CLE,QB,20.62,14
Russell Wilson,SEA,QB,23.62,31
Blaine Gabbert,ARI,QB,15.34,1
Ryan Fitzpatrick,TAM,QB,13.32,1
Jacoby Brissett,IND,QB,7.44,21
Alex Smith,KAN,QB,13.46,5
Joe Flacco,BAL,QB,9.84,30
Matt Moore,MIA,QB,9.5,27
Marcus Mariota,TEN,QB,7.76,26
C.J. Beathard,SFO,QB,8.14,8
Dak Prescott,DAL,QB,3.16,4
Cam Newton,CAR,QB,15.52,28
Blake Bortles,JAX,QB,22.6,18
Tom Savage,HOU,QB,4.08,2
Eli Manning,NYG,QB,2.42,2
Cody Kessler,CLE,QB,0.0,14
Cooper Kupp,LAR,WR,19.6,17
Paxton Lynch,DEN,QB,1.34,17
Mitchell Trubisky,CHI,QB,3.08,10
Joe Mixon,CIN,RB,25.5,14
Dion Lewis,NWE,RB,12.3,27
Samaje Perine,WAS,RB,16.0,24
LeGarrette Blount,PHI,RB,7.7,6
Tevin Coleman,ATL,RB,21.7,23
Le'Veon Bell,PIT,RB,28.3,21
Isaiah Crowell,CLE,RB,11.5,30
Alvin Kamara,NOR,RB,36.8,29
Latavius Murray,MIN,RB,14.4,31
Derrick Henry,TEN,RB,9.9,28
Adrian Peterson,ARI,RB,13.9,13
Todd Gurley,LAR,RB,16.8,15
Marshawn Lynch,OAK,RB,20.0,5
Jamaal Williams,GNB,RB,29.5,18
Melvin Gordon,LAC,RB,11.8,9
Frank Gore,IND,RB,15.9,8
Christian McCaffrey,CAR,RB,11.7,19
Alex Collins,BAL,RB,13.7,12
Lamar Miller,HOU,RB,12.8,22
Rex Burkhead,NWE,RB,19.3,27
LeSean McCoy,BUF,RB,11.9,11
Carlos Hyde,SFO,RB,13.8,10
Eddie Lacy,SEA,RB,9.1,25
Rod Smith,DAL,RB,12.8,20
Damien Williams,MIA,RB,8.2,17
Wayne Gallman,NYG,RB,6.3,17
Alfred Morris,DAL,RB,5.9,20
Duke Johnson,CLE,RB,10.7,30
Terron Ward,ATL,RB,2.2,23
Bilal Powell,NYJ,RB,5.6,3
Doug Martin,TAM,RB,3.3,3
Mark Ingram,NOR,RB,5.6,29
Jacquizz Rodgers,TAM,RB,4.7,29
Orleans Darkwa,NYG,RB,4.9,29
Kaelin Clay,CAR,WR,2.9,21
Travaris Cadet,BUF,RB,7.9,11
Corey Clement,PHI,RB,4.9,6
Jay Ajayi,PHI,RB,4.3,6
Matt Forte,NYJ,RB,2.6,3
Jonathan Stewart,CAR,RB,8.6,19
Leonard Fournette,JAX,RB,7.2,4
Jerick McKinnon,MIN,RB,6.4,31
DeAndre Washington,OAK,RB,7.6,5
J.D. McKissic,SEA,RB,8.6,25
Danny Woodhead,BAL,RB,8.5,12
Elijah McGuire,NYJ,RB,4.4,3
Kenyan Drake,MIA,RB,11.7,17
Theo Riddick,DET,RB,4.0,1
Byron Marshall,WAS,RB,4.0,24
Shane Vereen,NYG,RB,3.7,24
Tavon Austin,LAR,WR,4.6,17
Kareem Hunt,KAN,RB,3.6,32
Jalen Richard,OAK,RB,11.0,5
Javorius Allen,BAL,RB,8.7,12
Alfred Blue,HOU,RB,4.6,22
Austin Ekeler,LAC,RB,10.0,9
