Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Kelvin Benjamin,BUF,WR,4.0,9
Ryan Grant,WAS,WR,4.0,18
Devin Funchess,CAR,WR,2.9,27
Tanner McEvoy,SEA,WR,0.9,7
Terrance Williams,DAL,WR,4.9,10
Orson Charles,KAN,TE,2.8,5
Vernon Davis,WAS,TE,1.8,14
Chris Godwin,TAM,WR,2.8,14
Marcedes Lewis,JAX,TE,3.8,23
Paul Richardson,SEA,WR,3.8,7
Eli Rogers,PIT,WR,8.8,29
Michael Campanaro,BAL,WR,2.7,13
Jared Cook,OAK,TE,3.7,17
Kyle Rudolph,MIN,TE,9.7,19
Torrey Smith,PHI,WR,3.7,25
Brandon Coleman,NOR,WR,0.6,21
Corey Coleman,CLE,WR,2.6,2
Kyle Juszczyk,SFO,RB,3.6,8
Deonte Thompson,BUF,WR,2.6,9
Cole Beasley,DAL,WR,2.5,10
Trey Burton,PHI,TE,9.5,32
Anthony Fasano,MIA,TE,3.5,22
James O'Shaughnessy,JAX,TE,2.5,23
Julius Thomas,MIA,TE,3.5,22
Albert Wilson,KAN,WR,2.5,6
Antony Auclair,TAM,TE,2.4,6
Sammy Watkins,LAR,WR,3.4,19
Austin Seferian-Jenkins,NYJ,TE,3.3,4
Tyler Higbee,LAR,TE,2.2,9
Austin Hooper,ATL,TE,3.2,2
Keith Smith,DAL,RB,2.2,16
Alex Erickson,CIN,WR,2.1,8
Freddie Martino,TAM,WR,2.1,8
Niles Paul,WAS,TE,2.1,14
Ricky Seals-Jones,ARI,TE,3.1,14
Jarius Wright,MIN,WR,2.1,3
Dwayne Allen,NWE,TE,2.0,3
Antonio Gates,LAC,TE,8.0,12
Rashard Higgins,CLE,WR,3.0,2
Nick Boyle,BAL,TE,1.9,29
Jaron Brown,ARI,WR,1.9,29
Breshad Perriman,BAL,WR,1.9,13
Dion Sims,CHI,TE,1.9,24
Noah Brown,DAL,WR,1.8,10
Sammie Coates,CLE,WR,1.8,2
Amara Darboh,SEA,WR,1.8,7
Xavier Grimble,PIT,TE,1.8,8
Tyler Lockett,SEA,WR,2.8,7
Kenny Stills,MIA,WR,1.8,5
James White,NWE,RB,2.8,18
Kenny Britt,NWE,WR,1.7,12
Demetrius Harris,KAN,TE,1.7,5
Jesse James,PIT,TE,2.7,8
Jamal Agnew,DET,CB,1.6,8
Doug Baldwin,SEA,WR,1.6,7
Patrick DiMarco,BUF,RB,1.6,27
C.J. Ham,MIN,RB,1.6,30
Charles Sims,TAM,RB,4.6,30
De'Anthony Thomas,KAN,WR,2.6,6
Dontrelle Inman,CHI,WR,1.5,15
Lance Kendricks,GNB,TE,1.5,11
Jonnu Smith,TEN,TE,1.5,16
Derek Carrier,LAR,TE,1.4,9
Phillip Dorsett,NWE,WR,1.4,12
Darrius Heyward-Bey,PIT,WR,1.3,29
Jay Prosch,HOU,RB,1.3,13
Aldrick Robinson,SFO,WR,1.3,23
Lee Smith,OAK,TE,1.3,17
Tyler Kroft,CIN,TE,2.1,1
Ben Koyack,JAX,TE,1.0,23
Jimmy Graham,SEA,TE,0.9,20
Shareece Wright,BUF,CB,0.0,20
Jordan Taylor,DEN,WR,0.0,26
