Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Jared Goff,LAR,QB,28.44,32
Matthew Stafford,DET,QB,22.44,25
Drew Brees,NOR,QB,18.72,19
Jacoby Brissett,IND,QB,19.52,30
Jay Cutler,MIA,QB,24.44,17
Nick Foles,PHI,QB,-0.7,15
Sam Koch,BAL,P,0.64,15
Carson Wentz,PHI,QB,24.76,15
Tyrod Taylor,BUF,QB,26.9,28
Dak Prescott,DAL,QB,26.66,24
Josh McCown,NYJ,QB,16.9,5
Alex Smith,KAN,QB,18.42,22
Marcus Mariota,TEN,QB,15.32,2
Derek Carr,OAK,QB,13.7,20
Matt Ryan,ATL,QB,18.42,12
Blake Bortles,JAX,QB,16.36,14
Kirk Cousins,WAS,QB,8.28,8
Ryan Fitzpatrick,TAM,QB,9.72,11
Brett Hundley,GNB,QB,18.0,13
Eli Manning,NYG,QB,12.8,9
Drew Stanton,ARI,QB,14.24,31
Andy Dalton,CIN,QB,5.34,1
Joe Flacco,BAL,QB,15.14,21
Cam Newton,CAR,QB,20.08,21
Russell Wilson,SEA,QB,23.58,21
Jameis Winston,TAM,QB,3.48,11
Tom Savage,HOU,QB,10.76,26
C.J. Beathard,SFO,QB,17.36,18
Brock Osweiler,DEN,QB,8.32,10
Geno Smith,NYG,QB,-0.1,9
Adrian Peterson,ARI,RB,16.7,25
Ezekiel Elliott,DAL,RB,15.3,11
Jay Ajayi,PHI,RB,13.7,5
Matt Forte,NYJ,RB,25.6,32
Mark Ingram,NOR,RB,8.9,23
Bilal Powell,NYJ,RB,7.4,32
Orleans Darkwa,NYG,RB,9.9,29
Chris Ivory,JAX,RB,13.4,30
Kenyan Drake,MIA,RB,14.4,16
Alvin Kamara,NOR,RB,31.2,23
Christian McCaffrey,CAR,RB,20.4,23
Todd Gurley,LAR,RB,24.4,24
Malcolm Brown,LAR,RB,5.7,24
Marshawn Lynch,OAK,RB,20.3,27
Lamar Miller,HOU,RB,12.1,28
Corey Clement,PHI,RB,25.6,5
Frank Gore,IND,RB,10.7,12
Ameer Abdullah,DET,RB,10.7,21
Devonta Freeman,ATL,RB,10.4,3
Alex Collins,BAL,RB,5.6,8
Wayne Gallman,NYG,RB,2.1,29
Carlos Hyde,SFO,RB,21.5,4
T.J. Yeldon,JAX,RB,5.2,30
Thomas Rawls,SEA,RB,9.0,30
LeGarrette Blount,PHI,RB,3.7,5
D'Onta Foreman,HOU,RB,3.7,28
Kareem Hunt,KAN,RB,10.1,9
Tavon Austin,LAR,RB,3.4,24
Peyton Barber,TAM,RB,7.4,15
Ty Montgomery,GNB,RB,6.1,31
Joe Mixon,CIN,RB,13.6,13
Elijah McGuire,NYJ,RB,4.9,32
Marlon Mack,IND,RB,2.9,12
Derrick Henry,TEN,RB,11.6,22
LeSean McCoy,BUF,RB,2.5,19
Wendell Smallwood,PHI,RB,2.5,5
Javorius Allen,BAL,RB,19.5,8
Devontae Booker,DEN,RB,5.0,2
Jonathan Stewart,CAR,RB,-1.9,2
Adoree' Jackson,TEN,CB,2.0,2
Eddie Lacy,SEA,RB,4.4,2
Chris Thompson,WAS,RB,7.1,10
DeMarco Murray,TEN,RB,6.1,22
Corey Grant,JAX,RB,1.8,30
Robert Kelley,WAS,RB,13.8,10
DeAndre Washington,OAK,RB,2.4,27
Jalen Richard,OAK,RB,1.4,27
Curtis Samuel,CAR,WR,6.7,27
Damien Williams,MIA,RB,18.1,16
C.J. Anderson,DEN,RB,1.3,2
Gerald Everett,LAR,TE,6.7,32
Aaron Jones,GNB,RB,3.1,31
J.D. McKissic,SEA,RB,4.6,31
Alfred Morris,DAL,RB,1.1,11
Theo Riddick,DET,RB,11.3,21
Russell Shepard,CAR,WR,1.1,21
Trevor Davis,GNB,WR,2.4,15
Tyreek Hill,KAN,WR,15.3,24
Samaje Perine,WAS,RB,0.9,10
DeSean Jackson,TAM,WR,5.3,17
Doug Martin,TAM,RB,0.7,15
Kerwynn Williams,ARI,RB,0.6,25
Tevin Coleman,ATL,RB,9.4,3
Kyle Juszczyk,SFO,RB,0.0,4
Jamal Agnew,DET,CB,0.4,4
Zach Line,NOR,RB,0.4,23
Cameron Artis-Payne,CAR,RB,0.3,23
Taylor Gabriel,ATL,WR,8.9,28
