Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
Alex Smith,KAN,QB,31.02,27
Sam Bradford,MIN,QB,25.54,11
Jared Goff,LAR,QB,16.44,26
Sean Mannion,LAR,QB,-0.22,26
Matt Ryan,ATL,QB,17.94,7
Derek Carr,OAK,QB,18.68,21
Matthew Stafford,DET,QB,27.08,18
Jacoby Brissett,IND,QB,2.04,9
Drew Brees,NOR,QB,15.64,3
Philip Rivers,LAC,QB,17.68,15
Carson Wentz,PHI,QB,16.88,15
Ben Roethlisberger,PIT,QB,15.72,29
Trevor Siemian,DEN,QB,22.66,4
Tyrod Taylor,BUF,QB,18.76,28
Dak Prescott,DAL,QB,17.12,32
Cam Newton,CAR,QB,13.14,31
Mike Glennon,CHI,QB,12.52,31
Aaron Rodgers,GNB,QB,16.54,8
Blake Bortles,JAX,QB,10.3,30
DeShone Kizer,CLE,QB,18.58,6
Marcus Mariota,TEN,QB,18.84,17
Eli Manning,NYG,QB,6.7,22
Kirk Cousins,WAS,QB,10.6,10
Joe Flacco,BAL,QB,6.84,14
Brian Hoyer,SFO,QB,3.22,12
Tom Brady,NWE,QB,10.68,24
Russell Wilson,SEA,QB,8.32,25
Tom Savage,HOU,QB,-1.52,1
Deshaun Watson,HOU,QB,5.68,1
Josh McCown,NYJ,QB,9.48,5
Carson Palmer,ARI,QB,8.92,13
Scott Tolzien,IND,QB,1.32,9
Andy Dalton,CIN,QB,-3.0,2
Kareem Hunt,KAN,RB,45.6,17
Dalvin Cook,MIN,RB,16.7,15
LeSean McCoy,BUF,RB,20.9,19
Ezekiel Elliott,DAL,RB,19.0,24
Leonard Fournette,JAX,RB,21.4,12
C.J. Anderson,DEN,RB,9.8,20
Terrance West,BAL,RB,14.0,30
Marshawn Lynch,OAK,RB,10.2,8
Javorius Allen,BAL,RB,7.1,30
Tarik Cohen,CHI,RB,25.3,30
Lamar Miller,HOU,RB,11.6,13
Jonathan Stewart,CAR,RB,16.2,25
Melvin Gordon,LAC,RB,18.9,5
Ty Montgomery,GNB,RB,19.3,10
Jordan Howard,CHI,RB,15.6,10
Christian McCaffrey,CAR,RB,11.5,25
LeGarrette Blount,PHI,RB,11.7,25
Mike Gillislee,NWE,RB,22.5,11
Carlos Hyde,SFO,RB,13.7,3
DeMarco Murray,TEN,RB,8.0,16
Frank Gore,IND,RB,6.2,29
Chris Ivory,JAX,RB,6.3,12
Mike Tolbert,BUF,RB,12.4,19
Giovani Bernard,CIN,RB,8.9,22
Jamaal Charles,DEN,RB,2.0,20
Todd Gurley,LAR,RB,20.6,28
Chris Carson,SEA,RB,5.9,21
James White,NWE,RB,9.8,11
Devonta Freeman,ATL,RB,11.9,6
Isaiah Crowell,CLE,RB,8.6,18
Le'Veon Bell,PIT,RB,7.7,14
Ameer Abdullah,DET,RB,7.1,4
Robert Kelley,WAS,RB,3.0,2
Jeremy Hill,CIN,RB,3.4,22
Derrick Henry,TEN,RB,2.5,16
Marlon Mack,IND,RB,11.5,29
David Johnson,ARI,RB,13.0,31
Bilal Powell,NYJ,RB,8.9,32
Jalen Richard,OAK,RB,3.8,8
Dwayne Washington,DET,RB,2.2,4
Charcandrick West,KAN,RB,9.5,17
Alvin Kamara,NOR,RB,7.8,1
Adrian Peterson,NOR,RB,1.8,1
Chris Hogan,NWE,WR,3.5,30
Mark Ingram,NOR,RB,12.1,1
Malcolm Brown,LAR,RB,7.6,28
Tevin Coleman,ATL,RB,9.8,6
