Player Name,Position,Team,Total Fantasy Points,Opposing Team Rank
David Morgan,MIN,TE,5.8,29
Austin Seferian-Jenkins,NYJ,TE,7.8,29
A.J. Green,CIN,WR,11.7,26
Kyle Rudolph,MIN,TE,14.7,29
Nelson Agholor,PHI,WR,5.6,22
Brandin Cooks,NWE,WR,7.6,6
Adam Humphries,TAM,WR,6.6,28
Antonio Gates,LAC,TE,4.5,8
Garrett Celek,SFO,TE,3.4,15
Ed Dickson,CAR,TE,6.4,2
Brandon Tate,BUF,WR,3.4,10
Tyrell Williams,LAC,WR,3.4,29
Kendall Wright,CHI,WR,4.3,17
George Kittle,SFO,TE,4.2,15
Trey Burton,PHI,TE,4.1,16
A.J. Derby,DEN,TE,10.1,12
Jordan Matthews,BUF,WR,5.1,10
Lee Smith,OAK,TE,3.1,22
Laquon Treadwell,MIN,WR,3.1,13
Vernon Davis,WAS,WR,4.0,24
Levine Toilolo,ATL,TE,4.0,27
Eric Tomlinson,NYJ,TE,9.0,27
David Njoku,CLE,TE,3.9,1
Geoff Swaim,DAL,TE,2.8,1
Pierre Garcon,SFO,WR,3.7,20
Virgil Green,DEN,TE,2.6,12
O.J. Howard,TAM,TE,3.6,11
Matthew Dayes,CLE,RB,2.5,1
T.Y. Hilton,IND,WR,3.5,3
Cody Latimer,DEN,WR,3.5,30
Dion Sims,CHI,TE,4.5,4
Danny Amendola,NWE,WR,3.4,6
Brent Celek,PHI,TE,2.4,16
Rashard Higgins,CLE,WR,2.4,8
Jermaine Kearse,NYJ,WR,3.4,8
Russell Shepard,CAR,WR,2.4,31
Sammie Coates,CLE,WR,3.3,8
Bruce Ellington,HOU,WR,2.3,19
Jacob Hollister,NWE,TE,2.3,5
Jamal Agnew,DET,CB,2.2,5
Darren Fells,DET,TE,2.2,3
Bryce Treggs,CLE,WR,0.2,8
Stephen Anderson,HOU,TE,2.1,9
Kenjon Barner,PHI,RB,3.1,25
Anthony Fasano,MIA,TE,3.1,21
Devin Funchess,CAR,WR,3.1,31
Hunter Henry,LAC,TE,3.1,8
Jeff Heuerman,DEN,TE,2.1,12
Ryan Griffin,HOU,TE,2.0,9
Cole Hikutini,SFO,TE,2.0,15
Daniel Brown,CHI,TE,1.9,4
Chester Rogers,IND,WR,2.9,3
Cole Beasley,DAL,WR,2.8,3
Chris Godwin,TAM,WR,1.8,28
Jordan Taylor,DEN,WR,1.8,30
Nick Vannett,SEA,TE,1.8,23
Michael Floyd,MIN,WR,1.7,13
Justin Hunter,PIT,WR,1.7,15
Jeremy Kerley,NYJ,WR,-0.3,15
Cordarrelle Patterson,OAK,WR,3.7,5
Ryan Switzer,DAL,WR,1.7,5
Logan Thomas,BUF,TE,1.7,26
Mike Williams,LAC,WR,1.7,29
Ben Watson,BAL,TE,8.6,30
Nick O'Leary,BUF,TE,1.5,26
Jordan Reed,WAS,TE,1.5,17
Demarcus Robinson,KAN,WR,1.5,4
Deonte Thompson,BUF,WR,1.5,10
Charcandrick West,KAN,RB,1.4,5
Julius Thomas,MIA,TE,2.2,21
Josh Doctson,WAS,WR,7.1,24
Patrick Ricard,BAL,DL,1.1,24
Seth Devalve,CLE,TE,1.0,1
Coby Fleener,NOR,WR,0.9,16
Damien Williams,MIA,RB,0.9,22
Taylor Gabriel,ATL,WR,0.7,21
Mike Adams,CAR,SS,0.0,21
Isaiah McKenzie,DEN,WR,-2.0,30
Chris Thompson,HOU,WR,0.0,19
